character names;puid order;puid_order offset;character order;character order offset;*character;*character offset;category;category offset;class id;class id offset;age;age offset;is_woman;is_woman offset;height;height offset;height_range;height_range offset;body_type;body_type offset;language;language offset;voicer;voicer offset;face_target;face_target offset;tex_skin;tex_skin offset;tex_face1;tex_face1 offset;tex_face2;tex_face2 offset;tex_face3;tex_face3 offset;tex_face4;tex_face4 offset;tex_hair1;tex_hair1 offset;tex_hair2;tex_hair2 offset;tex_tops1;tex_tops1 offset;tex_tops2;tex_tops2 offset;tex_tops3;tex_tops3 offset;tex_tops4;tex_tops4 offset;tex_btms1;tex_btms1 offset;tex_btms2;tex_btms2 offset;tex_btms3;tex_btms3 offset;dedit_category;dedit_category offset;dedit;dedit offset;face;face offset;hair;hair offset;tops;tops offset;btms;btms offset;face_flags;face_flags offset;hair_flags;hair_flags offset;tops_flags;tops_flags offset;btms_flags;btms_flags offset;bag_type;bag_type offset;is_face_correct;is_face_correct offset;is_invalid;is_invalid offset;org_id;org_id offset;is_reuse;is_reuse offset
c_ea_A07_Ytojo_md_nrl_js03;4003;108200;209;148556;5433;172100;25;175997;3;179361;6;182725;0;185906;175;186722;0;193450;2;199969;2;203333;116;206906;4294967295;214052;0;226877;0;230241;0;233605;0;236969;0;240333;0;243697;0;247061;3;250425;0;253789;2;257153;0;260517;3;263881;0;267245;0;270609;12;273973;480;277546;16;284692;219;298144;266;311596;563;325048;137216;339336;4;366240;2217738240;393144;77309411328;420048;0;445489;1;448670;0;449094;0;449910;0;456246
c_ea_A07_Ytojo_yg_nrl_js01;4004;108204;210;148560;5434;172102;25;175998;3;179362;5;182726;0;185906;175;186724;0;193452;2;199970;2;203334;57;206908;4294967295;214056;0;226878;0;230242;0;233606;0;236970;0;240334;0;243698;0;247062;14;250426;0;253790;0;257154;0;260518;14;263882;0;267246;0;270610;12;273974;488;277548;19;284696;219;298148;264;311600;563;325052;6144;339344;4;366248;2286944256;393152;25769803776;420056;0;445490;1;448670;0;449094;0;449912;0;456246
c_ea_A07_Ytojo_yg_nrl_js02;4005;108208;211;148564;5435;172104;25;175999;3;179363;5;182727;0;185906;175;186726;0;193454;2;199971;2;203335;58;206910;4294967295;214060;0;226879;0;230243;0;233607;0;236971;0;240335;0;243699;0;247063;15;250427;0;253791;6;257155;0;260519;15;263883;0;267247;0;270611;12;273975;489;277550;20;284700;219;298152;265;311604;563;325056;137216;339352;2;366256;2217738240;393160;42949672960;420064;0;445491;1;448670;0;449094;0;449914;0;456246
c_ea_A07_Ytojo_yg_nrl_js03;4006;108212;212;148568;5436;172106;25;176000;3;179364;5;182728;0;185906;175;186728;0;193456;2;199972;2;203336;116;206912;4294967295;214064;0;226880;0;230244;0;233608;0;236972;0;240336;0;243700;0;247064;17;250428;0;253792;4;257156;0;260520;17;263884;0;267248;0;270612;12;273976;490;277552;21;284704;219;298156;266;311608;563;325060;6144;339360;16;366264;2217738240;393168;77309411328;420072;0;445492;1;448670;0;449094;0;449916;0;456246
c_ea_A07_chinp_yg_nrl_js01;3996;108172;213;148528;5573;172086;25;176001;11;179365;5;182729;0;185906;175;186730;0;193458;2;199973;2;203337;55;206914;4294967295;214068;0;226881;0;230245;0;233609;0;236973;0;240337;0;243701;0;247065;0;250429;5;253793;0;257157;0;260521;0;263885;1;267249;0;270613;18;273977;676;277554;43;284708;219;298160;298;311612;565;325064;6144;339368;2;366272;139460608;393176;180388626432;420080;0;445493;1;448670;0;449094;0;449918;0;456246
c_ea_A07_chinp_yg_nrl_js02;3997;108176;214;148532;5574;172088;25;176002;11;179366;5;182730;0;185906;175;186732;0;193460;2;199974;2;203338;54;206916;4294967295;214072;0;226882;0;230246;0;233610;0;236974;0;240338;3;243702;0;247066;16;250430;11;253794;0;257158;0;260522;0;263886;2;267250;0;270614;20;273978;793;277556;44;284712;218;298164;265;311616;569;325068;6144;339376;2;366280;139460608;393184;25769803776;420088;0;445494;1;448670;0;449094;0;449920;0;456246
c_ea_A07_clean_md_nrl_js01;3998;108180;215;148536;5575;172090;25;176003;30;179367;6;182731;0;185906;175;186734;0;193462;2;199975;2;203339;99;206918;4294967295;214076;0;226883;0;230247;0;233611;0;236975;0;240339;0;243703;6;247067;0;250431;0;253795;0;257159;0;260523;0;263887;0;267251;0;270615;3;273979;128;277558;2;284716;220;298168;296;311620;575;325072;6144;339384;4398046511108;366288;4298113024;393192;25769803776;420096;0;445495;1;448670;0;449094;0;449922;0;456246
c_ea_A07_clean_md_nrl_js02;3999;108184;216;148540;5576;172092;25;176004;30;179368;6;182732;0;185907;175;186736;0;193464;2;199976;2;203340;99;206920;4294967295;214080;0;226884;0;230248;0;233612;0;236976;0;240340;0;243704;6;247068;0;250432;0;253796;0;257160;0;260524;0;263888;0;267252;0;270616;3;273980;128;277560;26;284720;220;298172;296;311624;575;325076;38912;339392;4398046511106;366296;70254592;393200;25769803776;420104;0;445496;1;448671;0;449095;0;449924;0;456247
c_ea_A07_keitai_md_nrl_js;4000;108188;217;148544;5577;172094;25;176005;11;179369;6;182733;0;185907;175;186738;0;193466;2;199977;2;203341;55;206922;4294967295;214084;0;226885;0;230249;0;233613;0;236977;0;240341;0;243705;0;247069;5;250433;10;253797;0;257161;0;260525;1;263889;1;267253;0;270617;8;273981;401;277562;45;284724;219;298176;273;311628;567;325080;6144;339400;2;366304;137363456;393208;42949672960;420112;0;445497;1;448671;0;449095;0;449926;0;456247
c_ea_A09_Yyomei_md_nrl_jh;4007;108216;218;148572;5437;172108;25;176006;4;179370;6;182734;0;185907;175;186740;0;193468;2;199978;4;203342;115;206924;4294967295;214088;0;226886;0;230250;0;233614;0;236978;0;240342;0;243706;0;247070;1;250434;14;253798;10;257162;1;260526;1;263890;2;267254;0;270618;13;273982;531;277564;46;284728;219;298180;299;311632;563;325084;137216;339408;16;366312;2156920832;393216;25769803776;420120;0;445498;1;448671;0;449095;0;449928;0;456247
c_ea_A09_apolo_od_nrl_jh01;4416;109436;219;149792;3548;172718;25;176007;0;179371;7;182735;0;185907;175;186742;0;193470;2;199979;2;203343;102;206926;4294967295;214092;0;226887;0;230251;0;233615;0;236979;0;240343;1;243707;0;247071;2;250435;0;253799;3;257163;0;260527;2;263891;0;267255;0;270619;3;273983;122;277566;47;284732;218;298184;282;311636;563;325088;38912;339416;4;366320;70254592;393224;25769803776;420128;0;445499;1;448671;0;449095;0;449930;0;456247
c_ea_A12_Yyomei_md_nrl_jh;4417;109440;220;149796;3549;172720;25;176008;4;179372;6;182736;0;185907;175;186744;0;193472;2;199980;4;203344;118;206928;4294967295;214096;0;226888;0;230252;0;233616;0;236980;0;240344;0;243708;0;247072;1;250436;14;253800;0;257164;1;260528;1;263892;2;267256;0;270620;13;273984;531;277568;14;284736;219;298188;299;311640;563;325092;137216;339424;16;366328;2291138560;393232;25769803776;420136;0;445500;1;448671;0;449095;0;449932;0;456247
c_ea_A12_gurentai_yg_nrl_jh01;4418;109444;221;149800;3550;172722;25;176009;0;179373;5;182737;0;185907;160;186746;0;193474;2;199981;4;203345;95;206930;4294967295;214100;0;226889;0;230253;0;233617;0;236981;0;240345;0;243709;0;247073;1;250437;25;253801;0;257165;1;260529;1;263893;2;267257;0;270621;13;273985;530;277570;48;284740;219;298192;298;311644;572;325096;6144;339432;4;366336;2291138560;393240;25769803776;420144;0;445501;1;448671;0;449095;0;449934;0;456247
c_ea_A12_gurentai_yg_nrl_jh02;4419;109448;222;149804;3551;172724;25;176010;0;179374;5;182738;0;185907;160;186748;0;193476;2;199982;4;203346;95;206932;4294967295;214104;0;226890;0;230254;0;233618;1;236982;0;240346;0;243710;0;247074;0;250438;11;253802;0;257166;0;260530;2;263894;0;267258;0;270622;13;273986;536;277572;40;284744;219;298196;287;311648;572;325100;6144;339440;0;366344;139460608;393248;42949672960;420152;0;445502;1;448671;0;449095;0;449936;0;456247
c_ea_A12_gurentai_yg_nrl_jh03;4420;109452;223;149808;3552;172726;25;176011;0;179375;5;182739;0;185907;160;186750;0;193478;2;199983;4;203347;95;206934;4294967295;214108;0;226891;0;230255;0;233619;0;236983;0;240347;0;243711;0;247075;0;250439;10;253803;0;257167;0;260531;3;263895;0;267259;0;270623;8;273987;372;277574;25;284748;219;298200;277;311652;572;325104;6144;339448;16;366352;3145728;393256;77309411328;420160;0;445503;1;448671;0;449095;0;449938;0;456247
c_ea_A12_gurentai_yg_nrl_jh04;4421;109456;224;149812;4374;172728;25;176012;0;179376;5;182740;0;185908;160;186752;0;193480;2;199984;4;203348;95;206936;4294967295;214112;0;226892;0;230256;0;233620;2;236984;0;240348;0;243712;0;247076;4;250440;13;253804;0;257168;0;260532;4;263896;1;267260;0;270624;13;273988;534;277576;11;284752;4294967295;298204;300;311656;572;325108;6144;339456;0;366360;2291138560;393264;25769803776;420168;0;445504;1;448672;0;449096;0;449940;0;456248
c_ea_A13_Ytojodos_md_nrl_js;4422;109460;225;149816;4375;172730;25;176013;3;179377;6;182741;0;185908;175;186754;0;193482;2;199985;2;203349;56;206938;4294967295;214116;0;226893;0;230257;0;233621;1;236985;0;240349;0;243713;0;247077;1;250441;4;253805;0;257169;0;260533;1;263897;2;267261;0;270625;12;273989;497;277578;45;284756;219;298208;299;311660;563;325112;6144;339464;0;366368;2286944256;393272;25769803776;420176;0;445505;1;448672;0;449096;0;449942;0;456248
c_ea_C00_Yjinghs_yg_nrl_kr01;2094;102928;226;143284;4741;169464;3;176014;9;179378;5;182742;0;185908;175;186756;0;193484;2;199986;6;203350;309;206940;4294967295;214120;0;226894;0;230258;0;233622;0;236986;0;240350;0;243714;0;247078;0;250442;0;253806;0;257170;0;260534;2;263898;1;267262;0;270626;15;273990;604;277580;49;284760;218;298212;301;311664;572;325116;415744;339472;2;366376;1048576;393280;25769803776;420184;0;445506;1;448672;0;449096;0;449944;0;456248
c_ea_C00_Yjinghs_yg_nrl_kr02;2095;102932;227;143288;4742;169466;3;176015;9;179379;5;182743;0;185908;175;186758;0;193486;2;199987;6;203351;310;206942;4294967295;214124;0;226895;0;230259;0;233623;0;236987;0;240351;1;243715;0;247079;0;250443;0;253807;0;257171;0;260535;6;263899;2;267263;0;270627;15;273991;605;277582;50;284764;218;298216;301;311668;572;325120;284672;339480;4;366384;1048576;393288;42949672960;420192;0;445507;1;448672;0;449096;0;449946;0;456248
c_ea_C00_Yjinghs_yg_nrl_kr03;2096;102936;228;143292;4743;169468;3;176016;9;179380;5;182744;0;185908;175;186760;0;193488;2;199988;6;203352;311;206944;4294967295;214128;0;226896;0;230260;1;233624;0;236988;0;240352;2;243716;0;247080;0;250444;0;253808;0;257172;0;260536;7;263900;1;267264;0;270628;15;273992;606;277584;51;284768;218;298220;301;311672;572;325124;415744;339488;8;366392;1048576;393296;77309411328;420200;0;445508;1;448672;0;449096;0;449948;0;456248
c_ea_C00_Yjinghs_yg_nrl_kr04;2097;102940;229;143296;3994;169470;3;176017;9;179381;5;182745;0;185908;175;186762;0;193490;2;199989;6;203353;309;206946;4294967295;214132;0;226897;0;230261;1;233625;0;236989;0;240353;3;243717;0;247081;0;250445;0;253809;0;257173;0;260537;8;263901;1;267265;0;270629;15;273993;607;277586;49;284772;218;298224;301;311676;572;325128;284672;339496;16;366400;1048576;393304;25769803776;420208;0;445509;1;448672;0;449096;0;449950;0;456248
c_ea_C00_Yjinghs_yg_nrl_kr05;2098;102944;230;143300;3995;169472;3;176018;9;179382;5;182746;0;185908;175;186764;0;193492;2;199990;6;203354;310;206948;4294967295;214136;0;226898;0;230262;2;233626;0;236990;0;240354;4;243718;0;247082;0;250446;0;253810;0;257174;0;260538;10;263902;3;267266;0;270630;15;273994;608;277588;50;284776;218;298228;301;311680;572;325132;284672;339504;32;366408;1048576;393312;42949672960;420216;0;445510;1;448672;0;449096;0;449952;0;456248
c_ea_C00_Yjinghs_yg_nrl_kr06;2099;102948;231;143304;4001;169474;3;176019;9;179383;5;182747;0;185908;175;186766;0;193494;2;199991;6;203355;311;206950;4294967295;214140;0;226899;0;230263;2;233627;0;236991;0;240355;0;243719;0;247083;0;250447;0;253811;0;257175;0;260539;11;263903;1;267267;0;270631;15;273995;609;277590;51;284780;219;298232;301;311684;572;325136;415744;339512;2;366416;1048576;393320;77309411328;420224;0;445511;1;448672;0;449096;0;449954;0;456248
c_ea_C00_Yjinghs_yg_nrl_kr07;2100;102952;232;143308;4002;169476;3;176020;9;179384;5;182748;0;185909;175;186768;0;193496;2;199992;6;203356;309;206952;4294967295;214144;0;226900;0;230264;0;233628;0;236992;0;240356;1;243720;0;247084;0;250448;0;253812;0;257176;0;260540;12;263904;2;267268;0;270632;15;273996;610;277592;49;284784;219;298236;301;311688;572;325140;284672;339520;4;366424;1048576;393328;25769803776;420232;0;445512;1;448673;0;449097;0;449956;0;456249
c_ea_C00_Yjinghs_yg_nrl_kr08;2101;102956;233;143312;4003;169478;3;176021;9;179385;5;182749;0;185909;175;186770;0;193498;2;199993;6;203357;310;206954;4294967295;214148;0;226901;0;230265;0;233629;0;236993;0;240357;2;243721;0;247085;0;250449;0;253813;0;257177;0;260541;13;263905;1;267269;0;270633;15;273997;611;277594;50;284788;218;298240;301;311692;572;325144;284672;339528;2;366432;1048576;393336;42949672960;420240;0;445513;1;448673;0;449097;0;449958;0;456249
c_ea_C00_Yjinghs_yg_nrl_kr09;2102;102960;234;143316;4004;169480;3;176022;9;179386;5;182750;0;185909;175;186772;0;193500;2;199994;6;203358;311;206956;4294967295;214152;0;226902;0;230266;1;233630;0;236994;0;240358;3;243722;0;247086;0;250450;0;253814;0;257178;0;260542;14;263906;1;267270;0;270634;15;273998;612;277596;51;284792;218;298244;301;311696;572;325148;415744;339536;4;366440;1048576;393344;77309411328;420248;0;445514;1;448673;0;449097;0;449960;0;456249
c_ea_C00_Yjinghs_yg_nrl_kr10;2103;102964;235;143320;4005;169482;3;176023;9;179387;5;182751;0;185909;175;186774;0;193502;2;199995;6;203359;309;206958;4294967295;214156;0;226903;0;230267;1;233631;0;236995;0;240359;4;243723;0;247087;0;250451;0;253815;0;257179;0;260543;16;263907;3;267271;0;270635;15;273999;613;277598;49;284796;218;298248;302;311700;572;325152;284672;339544;8;366448;1048576;393352;25769803776;420256;0;445515;1;448673;0;449097;0;449962;0;456249
c_ea_C00_Yjinghs_yg_nrl_kr11;2104;102968;236;143324;4006;169484;3;176024;9;179388;5;182752;0;185909;175;186776;0;193504;2;199996;6;203360;310;206960;4294967295;214160;0;226904;0;230268;2;233632;0;236996;0;240360;0;243724;0;247088;0;250452;0;253816;0;257180;0;260544;20;263908;1;267272;0;270636;15;274000;614;277600;50;284800;218;298252;301;311704;572;325156;284672;339552;16;366456;1048576;393360;42949672960;420264;0;445516;1;448673;0;449097;0;449964;0;456249
c_ea_C00_Yjinghs_yg_nrl_kr12;2105;102972;237;143328;3996;169486;3;176025;9;179389;5;182753;0;185909;175;186778;0;193506;2;199997;6;203361;311;206962;4294967295;214164;0;226905;0;230269;2;233633;0;236997;0;240361;1;243725;0;247089;0;250453;0;253817;0;257181;0;260545;21;263909;2;267273;0;270637;15;274001;615;277602;51;284804;218;298256;301;311708;572;325160;415744;339560;32;366464;1048576;393368;77309411328;420272;0;445517;1;448673;0;449097;0;449966;0;456249
c_ea_C00_Yjinghs_yg_nrl_kr13;2106;102976;238;143332;3997;169488;3;176026;9;179390;5;182754;0;185909;175;186780;0;193508;2;199998;6;203362;309;206964;4294967295;214168;0;226906;0;230270;0;233634;0;236998;0;240362;2;243726;0;247090;0;250454;0;253818;0;257182;0;260546;15;263910;1;267274;0;270638;15;274002;616;277604;49;284808;219;298260;301;311712;572;325164;284672;339568;2;366472;1048576;393376;25769803776;420280;0;445518;1;448673;0;449097;0;449968;0;456249
c_ea_C00_Yjinghs_yg_nrl_kr14;2107;102980;239;143336;3998;169490;3;176027;9;179391;5;182755;0;185909;175;186782;0;193510;2;199999;6;203363;310;206966;4294967295;214172;0;226907;0;230271;0;233635;0;236999;0;240363;3;243727;0;247091;0;250455;0;253819;0;257183;0;260547;21;263911;1;267275;0;270639;15;274003;617;277606;50;284812;219;298264;301;311716;572;325168;284672;339576;4;366480;1048576;393384;42949672960;420288;0;445519;1;448673;0;449097;0;449970;0;456249
c_ea_C00_Yjinghs_yg_nrl_kr15;2108;102984;240;143340;3999;169492;3;176028;9;179392;5;182756;0;185910;175;186784;0;193512;2;200000;6;203364;311;206968;4294967295;214176;0;226908;0;230272;1;233636;0;237000;0;240364;4;243728;0;247092;0;250456;0;253820;0;257184;0;260548;18;263912;3;267276;0;270640;15;274004;618;277608;51;284816;218;298268;301;311720;572;325172;415744;339584;2;366488;1048576;393392;77309411328;420296;0;445520;1;448674;0;449098;0;449972;0;456250
c_ea_C00_Yjinghs_yg_nrl_kr16;2109;102988;241;143344;4000;169494;3;176029;9;179393;5;182757;0;185910;175;186786;0;193514;2;200001;6;203365;309;206970;4294967295;214180;0;226909;0;230273;1;233637;0;237001;0;240365;0;243729;0;247093;0;250457;0;253821;0;257185;0;260549;10;263913;1;267277;0;270641;15;274005;619;277610;49;284820;218;298272;301;311724;572;325176;284672;339592;4;366496;1048576;393400;25769803776;420304;0;445521;1;448674;0;449098;0;449974;0;456250
c_ea_C00_Yjinghs_yg_nrl_kr17;2110;102992;242;143348;4007;169496;3;176030;9;179394;5;182758;0;185910;175;186788;0;193516;2;200002;6;203366;310;206972;4294967295;214184;0;226910;0;230274;2;233638;0;237002;0;240366;1;243730;0;247094;0;250458;0;253822;0;257186;0;260550;18;263914;2;267278;0;270642;15;274006;620;277612;50;284824;218;298276;301;311728;572;325180;284672;339600;8;366504;1048576;393408;42949672960;420312;0;445522;1;448674;0;449098;0;449976;0;456250
c_ea_C00_Yjinghs_yg_nrl_kr18;2111;102996;243;143352;4416;169498;3;176031;9;179395;5;182759;0;185910;175;186790;0;193518;2;200003;6;203367;311;206974;4294967295;214188;0;226911;0;230275;2;233639;0;237003;0;240367;2;243731;0;247095;0;250459;0;253823;0;257187;0;260551;15;263915;1;267279;0;270643;15;274007;621;277614;51;284828;218;298280;301;311732;572;325184;415744;339608;16;366512;1048576;393416;77309411328;420320;0;445523;1;448674;0;449098;0;449978;0;456250
c_ea_C00_Yjinghs_yg_nrl_kr19;2112;103000;244;143356;4417;169500;3;176032;9;179396;5;182760;0;185910;175;186792;0;193520;2;200004;6;203368;309;206976;4294967295;214192;0;226912;0;230276;0;233640;0;237004;0;240368;3;243732;0;247096;0;250460;0;253824;0;257188;0;260552;21;263916;1;267280;0;270644;15;274008;622;277616;49;284832;218;298284;301;311736;572;325188;268288;339616;32;366520;1048576;393424;25769803776;420328;0;445524;1;448674;0;449098;0;449980;0;456250
c_ea_C00_Yjinghs_yg_nrl_kr20;2113;103004;245;143360;4418;169502;3;176033;9;179397;5;182761;0;185910;175;186794;0;193522;2;200005;6;203369;310;206978;4294967295;214196;0;226913;0;230277;0;233641;0;237005;0;240369;4;243733;0;247097;0;250461;0;253825;0;257189;0;260553;18;263917;3;267281;0;270645;15;274009;623;277618;50;284836;219;298288;301;311740;572;325192;284672;339624;2;366528;1048576;393432;42949672960;420336;0;445525;1;448674;0;449098;0;449982;0;456250
c_ea_C00_Yjingon_yg_fat_kr01;5753;113988;246;154344;5254;174994;3;176034;8;179398;5;182762;0;185910;185;186796;10;193524;4;200006;6;203370;311;206980;4294967295;214200;0;226914;0;230278;0;233642;0;237006;0;240370;0;243734;0;247098;2;250462;17;253826;4;257190;6;260554;2;263918;2;267282;0;270646;15;274010;624;277620;52;284840;223;298292;303;311744;576;325196;22528;339632;2;366536;70254592;393440;25769803776;420344;0;445526;1;448674;0;449098;0;449984;0;456250
c_ea_C00_Yjingon_yg_fat_kr02;5754;113992;247;154348;5255;174996;3;176035;8;179399;5;182763;0;185910;185;186798;10;193526;4;200007;6;203371;309;206982;4294967295;214204;0;226915;0;230279;0;233643;0;237007;0;240371;2;243735;0;247099;6;250463;15;253827;6;257191;6;260555;6;263919;1;267283;0;270647;15;274011;625;277622;53;284844;223;298296;304;311748;576;325200;153600;339640;4;366544;70254592;393448;180388626432;420352;0;445527;1;448674;0;449098;0;449986;0;456250
c_ea_C00_Yjingon_yg_fat_kr03;5755;113996;248;154352;5256;174998;3;176036;8;179400;5;182764;0;185911;185;186800;10;193528;4;200008;6;203372;310;206984;4294967295;214208;0;226916;0;230280;0;233644;0;237008;0;240372;3;243736;0;247100;7;250464;13;253828;7;257192;10;260556;7;263920;2;267284;0;270648;15;274012;626;277624;54;284848;223;298300;305;311752;576;325204;88064;339648;8;366552;70254592;393456;77309411328;420360;0;445528;1;448675;0;449099;0;449988;0;456251
c_ea_C00_Yjingon_yg_fat_kr04;5756;114000;249;154356;5257;175000;3;176037;8;179401;5;182765;0;185911;185;186802;10;193530;4;200009;6;203373;311;206986;4294967295;214212;0;226917;0;230281;0;233645;0;237009;0;240373;2;243737;0;247101;10;250465;13;253829;3;257193;0;260557;10;263921;2;267285;0;270649;15;274013;627;277626;52;284852;223;298304;303;311756;576;325208;153600;339656;32;366560;139460608;393464;163208757248;420368;0;445529;1;448675;0;449099;0;449990;0;456251
c_ea_C00_Yjingon_yg_fat_kr05;5757;114004;250;154360;5258;175002;3;176038;8;179402;5;182766;0;185911;185;186804;10;193532;4;200010;6;203374;309;206988;4294967295;214216;0;226918;0;230282;0;233646;0;237010;0;240374;4;243738;0;247102;12;250466;15;253830;4;257194;1;260558;12;263922;1;267286;0;270650;15;274014;628;277628;53;284856;223;298308;305;311760;576;325212;22528;339664;64;366568;70254592;393472;42949672960;420376;0;445530;1;448675;0;449099;0;449992;0;456251
c_ea_C00_Yjingon_yg_mus_kr01;5758;114008;251;154364;5259;175004;3;176039;8;179403;5;182767;0;185911;185;186806;10;193534;3;200011;6;203375;310;206990;4294967295;214220;0;226919;0;230283;0;233647;0;237011;0;240375;0;243739;0;247103;13;250467;15;253831;9;257195;6;260559;13;263923;2;267287;0;270651;15;274015;629;277630;55;284860;224;298312;306;311764;577;325216;22528;339672;2;366576;70254592;393480;25769803776;420384;0;445531;1;448675;0;449099;0;449994;0;456251
c_ea_C00_Yjingon_yg_mus_kr02;5759;114012;252;154368;5260;175006;3;176040;8;179404;5;182768;0;185911;185;186808;10;193536;3;200012;6;203376;311;206992;4294967295;214224;0;226920;0;230284;0;233648;0;237012;0;240376;2;243740;0;247104;14;250468;16;253832;6;257196;6;260560;14;263924;1;267288;0;270652;15;274016;630;277632;56;284864;224;298316;307;311768;577;325220;153600;339680;4;366584;70254592;393488;180388626432;420392;0;445532;1;448675;0;449099;0;449996;0;456251
c_ea_C00_Yjingon_yg_mus_kr03;5760;114016;253;154372;5261;175008;3;176041;8;179405;5;182769;0;185911;185;186810;10;193538;3;200013;6;203377;309;206994;4294967295;214228;0;226921;0;230285;0;233649;0;237013;0;240377;3;243741;0;247105;15;250469;17;253833;7;257197;10;260561;15;263925;2;267289;0;270653;15;274017;631;277634;57;284868;224;298320;308;311772;577;325224;88064;339688;8;366592;70254592;393496;77309411328;420400;0;445533;1;448675;0;449099;0;449998;0;456251
c_ea_C00_Yjingon_yg_mus_kr04;5761;114020;254;154376;5262;175010;3;176042;8;179406;5;182770;0;185911;185;186812;10;193540;3;200014;6;203378;310;206996;4294967295;214232;0;226922;0;230286;0;233650;0;237014;0;240378;2;243742;0;247106;16;250470;11;253834;8;257198;0;260562;16;263926;2;267290;0;270654;15;274018;632;277636;55;284872;225;298324;306;311776;577;325228;153600;339696;4;366600;139460608;393504;25769803776;420408;0;445534;1;448675;0;449099;0;450000;0;456251
c_ea_C00_Yjingon_yg_mus_kr05;5762;114024;255;154380;5263;175012;3;176043;8;179407;5;182771;0;185911;185;186814;10;193542;3;200015;6;203379;311;206998;4294967295;214236;0;226923;0;230287;0;233651;0;237015;0;240379;4;243743;0;247107;17;250471;13;253835;9;257199;1;260563;17;263927;1;267291;0;270655;15;274019;633;277638;56;284876;224;298328;308;311780;577;325232;22528;339704;64;366608;70254592;393512;180388626432;420416;0;445535;1;448675;0;449099;0;450002;0;456251
c_ea_C00_Yjingon_yg_nrl_kr01;2114;103008;256;143364;4419;169504;3;176044;8;179408;5;182772;0;185912;175;186816;0;193544;2;200016;6;203380;309;207000;4294967295;214240;0;226924;0;230288;0;233652;0;237016;0;240380;0;243744;0;247108;20;250472;14;253836;11;257200;6;260564;20;263928;2;267292;0;270656;15;274020;624;277640;48;284880;218;298332;281;311784;572;325236;22528;339712;2;366616;70254592;393520;25769803776;420424;0;445536;1;448676;0;449100;0;450004;0;456252
c_ea_C00_Yjingon_yg_nrl_kr02;2115;103012;257;143368;4420;169506;3;176045;8;179409;5;182773;0;185912;175;186818;0;193546;2;200017;6;203381;310;207002;4294967295;214244;0;226925;0;230289;0;233653;0;237017;0;240381;2;243745;0;247109;21;250473;15;253837;3;257201;6;260565;21;263929;1;267293;0;270657;15;274021;625;277642;40;284884;218;298336;282;311788;572;325240;153600;339720;4;366624;70254592;393528;42949672960;420432;0;445537;1;448676;0;449100;0;450006;0;456252
c_ea_C00_Yjingon_yg_nrl_kr03;2116;103016;258;143372;4421;169508;3;176046;8;179410;5;182774;0;185912;175;186820;0;193548;2;200018;6;203382;311;207004;4294967295;214248;0;226926;0;230290;0;233654;0;237018;0;240382;0;243746;0;247110;23;250474;11;253838;4;257202;10;260566;23;263930;2;267294;0;270658;15;274022;626;277644;19;284888;218;298340;283;311792;572;325244;88064;339728;8;366632;70254592;393536;77309411328;420440;0;445538;1;448676;0;449100;0;450008;0;456252
c_ea_C00_Yjingon_yg_nrl_kr04;2117;103020;259;143376;4422;169510;3;176047;8;179411;5;182775;0;185912;175;186822;0;193550;2;200019;6;203383;309;207006;4294967295;214252;0;226927;0;230291;0;233655;0;237019;0;240383;2;243747;0;247111;24;250475;13;253839;3;257203;0;260567;24;263931;2;267295;0;270659;15;274023;627;277646;20;284892;218;298344;281;311796;572;325248;153600;339736;32;366640;139460608;393544;25769803776;420448;0;445539;1;448676;0;449100;0;450010;0;456252
c_ea_C00_Yjingon_yg_nrl_kr05;2118;103024;260;143380;2094;169512;3;176048;8;179412;5;182776;0;185912;175;186824;0;193552;2;200020;6;203384;310;207008;4294967295;214256;0;226928;0;230292;0;233656;0;237020;0;240384;4;243748;0;247112;25;250476;14;253840;5;257204;1;260568;25;263932;1;267296;0;270660;15;274024;628;277648;21;284896;218;298348;283;311800;572;325252;22528;339744;64;366648;70254592;393552;180388626432;420456;0;445540;1;448676;0;449100;0;450012;0;456252
c_ea_C00_Yjingon_yg_nrl_kr06;2119;103028;261;143384;2095;169514;3;176049;8;179413;5;182777;0;185912;175;186826;0;193554;2;200021;6;203385;311;207010;4294967295;214260;0;226929;0;230293;0;233657;0;237021;0;240385;0;243749;0;247113;26;250477;15;253841;6;257205;6;260569;26;263933;2;267297;0;270661;15;274025;629;277650;22;284900;219;298352;281;311804;572;325256;219136;339752;2;366656;70254592;393560;77309411328;420464;0;445541;1;448676;0;449100;0;450014;0;456252
c_ea_C00_Yjingon_yg_nrl_kr07;2120;103032;262;143388;2096;169516;3;176050;8;179414;5;182778;0;185912;175;186828;0;193556;2;200022;6;203386;309;207012;4294967295;214264;0;226930;0;230294;0;233658;0;237022;0;240386;1;243750;0;247114;27;250478;16;253842;7;257206;6;260570;27;263934;1;267298;0;270662;15;274026;630;277652;23;284904;219;298356;282;311808;572;325260;22528;339760;4;366664;70254592;393568;25769803776;420472;0;445542;1;448676;0;449100;0;450016;0;456252
