character names;puid order;puid_order offset;character order;character order offset;*model;*model offset;category;category offset;class id;class id offset;age;age offset;is_woman;is_woman offset;is_face_correct;is_face_correct offset;height;height offset;height_range;height_range offset;body_type;body_type offset;language;language offset;bag_type;bag_type offset;tex_skin;tex_skin offset;tex_face1;tex_face1 offset;tex_face2;tex_face2 offset;tex_face3;tex_face3 offset;tex_face4;tex_face4 offset;tex_hair1;tex_hair1 offset;tex_hair2;tex_hair2 offset;tex_tops1;tex_tops1 offset;tex_tops2;tex_tops2 offset;tex_tops3;tex_tops3 offset;tex_tops4;tex_tops4 offset;tex_btms1;tex_btms1 offset;tex_btms2;tex_btms2 offset;tex_btms3;tex_btms3 offset;dedit_category;dedit_category offset;dedit;dedit offset;face;face offset;hair;hair offset;tops;tops offset;btms;btms offset;face_flags;face_flags offset;hair_flags;hair_flags offset;tops_flags;tops_flags offset;btms_flags;btms_flags offset;cloth_physics;cloth_physics offset;shoes_kind;shoes_kind offset;auto_wrinke_scale;auto_wrinkle_scale offset;can_sit;can_sit offset;is_use_fur;is_use_fur offset;ui_face_texture;ui_face_texture offset
c_ea_e_hit_03_03;12567;115099;792;172856;11103;209766;63;214536;144;220144;6;228984;0;233107;1;233715;185;235804;0;245432;2;254272;2;259088;0;263904;0;268720;43;273536;0;278352;2;283168;0;287984;0;292800;0;297616;0;302432;43;307248;0;312064;0;316880;0;321696;0;326512;0;331328;3;336144;4;343336;14;362592;253;381848;454;401104;1028;420360;71680;442784;128;481288;407896064;519792;77309411328;558296;0;590563;1;591860;1.0;599056;1;615243;0;615848;12929;617940
c_ea_e_hit_03_04;12568;115103;793;172860;11929;209768;63;214537;144;220146;6;228985;0;233107;1;233715;170;235806;0;245434;2;254273;2;259089;0;263905;0;268721;51;273537;0;278353;2;283169;0;287985;0;292801;0;297617;0;302433;43;307249;0;312065;0;316881;0;321697;0;326513;0;331329;3;336145;4;343340;14;362596;253;381852;454;401108;1028;420364;71680;442792;128;481296;407896064;519800;77309411328;558304;0;590563;1;591861;1.0;599060;1;615243;0;615848;12930;617942
c_ea_e_hit_03_05;12569;115107;794;172864;14546;209770;63;214538;144;220148;6;228986;0;233107;1;233715;185;235808;0;245436;2;254274;2;259090;0;263906;0;268722;30;273538;0;278354;2;283170;0;287986;0;292802;0;297618;0;302434;43;307250;0;312066;0;316882;0;321698;0;326514;0;331330;3;336146;4;343344;7;362600;253;381856;454;401112;1028;420368;71680;442800;128;481304;407896064;519808;77309411328;558312;0;590563;1;591862;1.0;599064;1;615243;0;615848;12931;617944
c_ea_e_hit_03_06;12570;115111;795;172868;11930;209772;63;214539;144;220150;6;228987;0;233107;1;233715;180;235810;0;245438;2;254275;2;259091;0;263907;0;268723;42;273539;0;278355;2;283171;0;287987;0;292803;0;297619;0;302435;43;307251;0;312067;0;316883;0;321699;0;326515;0;331331;3;336147;4;343348;7;362604;253;381860;454;401116;1028;420372;71680;442808;128;481312;407896064;519816;77309411328;558320;0;590563;1;591863;1.0;599068;1;615243;0;615848;12932;617946
c_ea_e_hit_03_07;12571;115115;796;172872;14547;209774;63;214540;144;220152;6;228988;0;233107;1;233715;175;235812;0;245440;2;254276;2;259092;0;263908;0;268724;43;273540;0;278356;2;283172;0;287988;0;292804;0;297620;0;302436;43;307252;0;312068;0;316884;0;321700;0;326516;0;331332;3;336148;4;343352;7;362608;253;381864;454;401120;1028;420376;71680;442816;128;481320;407896064;519824;77309411328;558328;0;590563;1;591864;1.0;599072;1;615243;0;615848;12933;617948
c_ea_e_hit_03_08;12572;115119;797;172876;11923;209776;63;214541;144;220154;6;228989;0;233107;1;233715;170;235814;0;245442;2;254277;2;259093;0;263909;0;268725;51;273541;0;278357;2;283173;0;287989;0;292805;0;297621;0;302437;43;307253;0;312069;0;316885;0;321701;0;326517;0;331333;3;336149;4;343356;7;362612;253;381868;454;401124;1028;420380;71680;442824;128;481328;407896064;519832;77309411328;558336;0;590563;1;591865;1.0;599076;1;615243;0;615848;12934;617950
c_ea_e_hit_04_01;10551;107843;798;165600;12764;206138;63;214542;302;220156;6;228990;0;233107;1;233715;185;235816;0;245444;2;254278;2;259094;0;263910;0;268726;0;273542;0;278358;0;283174;0;287990;0;292806;0;297622;0;302438;10;307254;0;312070;0;316886;0;321702;0;326518;0;331334;3;336150;4;343360;0;362616;0;381872;456;401128;0;420384;67584;442832;128;481336;405798912;519840;163208757248;558344;0;590563;5;591866;1.0;599080;1;615243;0;615848;12935;617952
c_ea_e_hit_04_02;12573;115123;799;172880;11924;209778;63;214543;302;220158;6;228991;0;233107;1;233715;180;235818;0;245446;2;254279;2;259095;0;263911;0;268727;0;273543;0;278359;0;283175;0;287991;0;292807;0;297623;0;302439;10;307255;0;312071;0;316887;0;321703;0;326519;0;331335;3;336151;4;343364;0;362620;0;381876;456;401132;0;420388;67584;442840;128;481344;405798912;519848;163208757248;558352;0;590563;5;591867;1.0;599084;1;615243;0;615848;12936;617954
c_ea_e_hit_04_03;12574;115127;800;172884;11925;209780;63;214544;302;220160;6;228992;0;233108;1;233716;175;235820;0;245448;2;254280;2;259096;0;263912;0;268728;0;273544;0;278360;0;283176;0;287992;0;292808;0;297624;0;302440;10;307256;0;312072;0;316888;0;321704;0;326520;0;331336;3;336152;4;343368;0;362624;0;381880;456;401136;0;420392;67584;442848;128;481352;405798912;519856;163208757248;558360;0;590564;5;591868;1.0;599088;1;615244;0;615849;12937;617956
c_ea_e_hit_04_04;12575;115131;801;172888;11926;209782;63;214545;302;220162;6;228993;0;233108;1;233716;170;235822;0;245450;2;254281;2;259097;0;263913;0;268729;0;273545;0;278361;0;283177;0;287993;0;292809;0;297625;0;302441;10;307257;0;312073;0;316889;0;321705;0;326521;0;331337;3;336153;4;343372;0;362628;0;381884;456;401140;0;420396;67584;442856;128;481360;405798912;519864;163208757248;558368;0;590564;5;591869;1.0;599092;1;615244;0;615849;12938;617958
c_ea_e_hit_04_05;12576;115135;802;172892;11927;209784;63;214546;302;220164;6;228994;0;233108;1;233716;185;235824;0;245452;2;254282;2;259098;0;263914;0;268730;0;273546;0;278362;0;283178;0;287994;0;292810;0;297626;0;302442;10;307258;0;312074;0;316890;0;321706;0;326522;0;331338;3;336154;4;343376;0;362632;0;381888;456;401144;0;420400;67584;442864;128;481368;405798912;519872;163208757248;558376;0;590564;5;591870;1.0;599096;1;615244;0;615849;12939;617960
c_ea_e_hit_04_06;12577;115139;803;172896;11928;209786;63;214547;302;220166;6;228995;0;233108;1;233716;180;235826;0;245454;2;254283;2;259099;0;263915;0;268731;0;273547;0;278363;0;283179;0;287995;0;292811;0;297627;0;302443;10;307259;0;312075;0;316891;0;321707;0;326523;0;331339;3;336155;4;343380;0;362636;0;381892;456;401148;0;420404;67584;442872;128;481376;405798912;519880;163208757248;558384;0;590564;5;591871;1.0;599100;1;615244;0;615849;12940;617962
c_ea_e_hit_04_07;12578;115143;804;172900;10606;209788;63;214548;302;220168;6;228996;0;233108;1;233716;175;235828;0;245456;2;254284;2;259100;0;263916;0;268732;0;273548;0;278364;0;283180;0;287996;0;292812;0;297628;0;302444;10;307260;0;312076;0;316892;0;321708;0;326524;0;331340;3;336156;4;343384;0;362640;0;381896;456;401152;0;420408;67584;442880;128;481384;405798912;519888;163208757248;558392;0;590564;5;591872;1.0;599104;1;615244;0;615849;12941;617964
c_ea_e_hit_04_08;12579;115147;805;172904;13750;209790;63;214549;302;220170;6;228997;0;233108;1;233716;170;235830;0;245458;2;254285;2;259101;0;263917;0;268733;0;273549;0;278365;0;283181;0;287997;0;292813;0;297629;0;302445;10;307261;0;312077;0;316893;0;321709;0;326525;0;331341;3;336157;4;343388;0;362644;0;381900;456;401156;0;420412;67584;442888;128;481392;405798912;519896;163208757248;558400;0;590564;5;591873;1.0;599108;1;615244;0;615849;12942;617966
c_ea_e_hkc_01_01;11039;109415;806;167172;10054;206924;63;214550;222;220172;5;228998;0;233108;1;233716;185;235832;0;245460;3;254286;2;259102;0;263918;0;268734;0;273550;0;278366;1;283182;0;287998;0;292814;0;297630;0;302446;0;307262;0;312078;0;316894;1;321710;5;326526;0;331342;9;336158;35;343392;17;362648;269;381904;457;401160;1054;420416;71680;442896;8796093022208;481400;80740352;519904;42949672960;558408;0;590564;2;591874;1.0;599112;1;615244;0;615849;12943;617968
c_ea_e_hkc_01_02;12580;115151;807;172908;13751;209792;63;214551;222;220174;5;228999;0;233108;1;233716;180;235834;0;245462;3;254287;2;259103;0;263919;0;268735;22;273551;0;278367;1;283183;0;287999;0;292815;0;297631;0;302447;0;307263;0;312079;0;316895;1;321711;5;326527;0;331343;9;336159;35;343396;17;362652;269;381908;457;401164;1054;420420;71680;442904;8796093022208;481408;80740352;519912;42949672960;558416;0;590564;2;591875;1.0;599116;1;615244;0;615849;12944;617970
c_ea_e_hkc_01_03;12581;115155;808;172912;10608;209794;63;214552;222;220176;5;229000;0;233109;1;233717;175;235836;0;245464;3;254288;2;259104;0;263920;0;268736;30;273552;0;278368;1;283184;0;288000;0;292816;0;297632;0;302448;0;307264;0;312080;0;316896;1;321712;5;326528;0;331344;9;336160;35;343400;17;362656;269;381912;457;401168;1054;420424;71680;442912;8796093022208;481416;80740352;519920;42949672960;558424;0;590565;2;591876;1.0;599120;1;615245;0;615850;12945;617972
c_ea_e_hkc_01_04;12582;115159;809;172916;10609;209796;63;214553;222;220178;5;229001;0;233109;1;233717;170;235838;0;245466;3;254289;2;259105;0;263921;0;268737;42;273553;0;278369;1;283185;0;288001;0;292817;0;297633;0;302449;0;307265;0;312081;0;316897;1;321713;5;326529;0;331345;9;336161;35;343404;17;362660;269;381916;457;401172;1054;420428;71680;442920;8796093022208;481424;80740352;519928;42949672960;558432;0;590565;2;591877;1.0;599124;1;615245;0;615850;12946;617974
c_ea_e_hkc_01_05;12583;115163;810;172920;10610;209798;63;214554;222;220180;5;229002;0;233109;1;233717;185;235840;0;245468;3;254290;2;259106;0;263922;0;268738;0;273554;0;278370;1;283186;0;288002;0;292818;0;297634;0;302450;0;307266;0;312082;0;316898;1;321714;5;326530;0;331346;9;336162;35;343408;16;362664;269;381920;457;401176;1054;420432;281474976716800;442928;8796093022208;481432;80740352;519936;42949672960;558440;0;590565;2;591878;1.0;599128;1;615245;0;615850;12947;617976
c_ea_e_hkc_01_06;12584;115167;811;172924;10611;209800;63;214555;222;220182;5;229003;0;233109;1;233717;180;235842;0;245470;3;254291;2;259107;0;263923;0;268739;21;273555;0;278371;1;283187;0;288003;0;292819;0;297635;0;302451;0;307267;0;312083;0;316899;1;321715;5;326531;0;331347;9;336163;35;343412;16;362668;269;381924;457;401180;1054;420436;281474976716800;442936;8796093022208;481440;80740352;519944;42949672960;558448;0;590565;2;591879;1.0;599132;1;615245;0;615850;12948;617978
c_ea_e_hkc_01_07;12585;115171;812;172928;10612;209802;63;214556;222;220184;5;229004;0;233109;1;233717;175;235844;0;245472;3;254292;2;259108;0;263924;0;268740;30;273556;0;278372;1;283188;0;288004;0;292820;0;297636;0;302452;0;307268;0;312084;0;316900;1;321716;5;326532;0;331348;9;336164;35;343416;16;362672;269;381928;457;401184;1054;420440;281474976716800;442944;8796093022208;481448;80740352;519952;42949672960;558456;0;590565;2;591880;1.0;599136;1;615245;0;615850;12949;617980
c_ea_e_hkc_01_08;12586;115175;813;172932;10613;209804;63;214557;222;220186;5;229005;0;233109;1;233717;170;235846;0;245474;3;254293;2;259109;0;263925;0;268741;42;273557;0;278373;1;283189;0;288005;0;292821;0;297637;0;302453;0;307269;0;312085;0;316901;1;321717;5;326533;0;331349;9;336165;35;343420;16;362676;269;381932;457;401188;1054;420444;281474976716800;442952;8796093022208;481456;80740352;519960;42949672960;558464;0;590565;2;591881;1.0;599140;1;615245;0;615850;12950;617982
c_ea_e_hkc_02_01;11040;109419;814;167176;13096;206926;63;214558;223;220188;5;229006;0;233109;1;233717;180;235848;0;245476;3;254294;2;259110;0;263926;2;268742;1;273558;0;278374;2;283190;0;288006;0;292822;0;297638;0;302454;0;307270;0;312086;0;316902;1;321718;4;326534;0;331350;11;336166;15;343424;17;362680;269;381936;457;401192;1055;420448;71680;442960;8796093022208;481464;153092096;519968;42949672960;558472;0;590565;2;591882;1.0;599144;1;615245;0;615850;12951;617984
c_ea_e_hkc_02_02;12587;115179;815;172936;10614;209806;63;214559;223;220190;5;229007;0;233109;1;233717;180;235850;0;245478;3;254295;2;259111;0;263927;2;268743;2;273559;0;278375;2;283191;0;288007;0;292823;0;297639;0;302455;0;307271;0;312087;0;316903;1;321719;4;326535;0;331351;11;336167;15;343428;17;362684;269;381940;457;401196;1055;420452;71680;442968;8796093022208;481472;153092096;519976;42949672960;558480;0;590565;2;591883;1.0;599148;1;615245;0;615850;12952;617986
c_ea_e_hkc_02_03;12588;115183;816;172940;10615;209808;63;214560;223;220192;5;229008;0;233110;1;233718;175;235852;0;245480;3;254296;2;259112;0;263928;2;268744;3;273560;0;278376;2;283192;0;288008;0;292824;0;297640;0;302456;0;307272;0;312088;0;316904;1;321720;4;326536;0;331352;11;336168;15;343432;17;362688;269;381944;457;401200;1055;420456;71680;442976;8796093022208;481480;153092096;519984;42949672960;558488;0;590566;2;591884;1.0;599152;1;615246;0;615851;12953;617988
c_ea_e_hkc_02_04;12589;115187;817;172944;10616;209810;63;214561;223;220194;5;229009;0;233110;1;233718;170;235854;0;245482;3;254297;2;259113;0;263929;2;268745;4;273561;0;278377;2;283193;0;288009;0;292825;0;297641;0;302457;0;307273;0;312089;0;316905;1;321721;4;326537;0;331353;11;336169;15;343436;17;362692;269;381948;457;401204;1055;420460;71680;442984;8796093022208;481488;153092096;519992;42949672960;558496;0;590566;2;591885;1.0;599156;1;615246;0;615851;12954;617990
c_ea_e_hkc_02_05;12590;115191;818;172948;10617;209812;63;214562;223;220196;5;229010;0;233110;1;233718;185;235856;0;245484;3;254298;2;259114;0;263930;2;268746;1;273562;0;278378;2;283194;0;288010;0;292826;0;297642;0;302458;0;307274;0;312090;0;316906;1;321722;4;326538;0;331354;11;336170;15;343440;16;362696;269;381952;457;401208;1055;420464;281474976716800;442992;8796093022208;481496;153092096;520000;42949672960;558504;0;590566;2;591886;1.0;599160;1;615246;0;615851;12955;617992
c_ea_e_hkc_02_06;12591;115195;819;172952;10618;209814;63;214563;223;220198;5;229011;0;233110;1;233718;185;235858;0;245486;3;254299;2;259115;0;263931;2;268747;2;273563;0;278379;2;283195;0;288011;0;292827;0;297643;0;302459;0;307275;0;312091;0;316907;1;321723;4;326539;0;331355;11;336171;15;343444;16;362700;269;381956;457;401212;1055;420468;281474976716800;443000;8796093022208;481504;153092096;520008;42949672960;558512;0;590566;2;591887;1.0;599164;1;615246;0;615851;12956;617994
c_ea_e_hkc_02_07;12592;115199;820;172956;10619;209816;63;214564;223;220200;5;229012;0;233110;1;233718;175;235860;0;245488;3;254300;2;259116;0;263932;2;268748;3;273564;0;278380;2;283196;0;288012;0;292828;0;297644;0;302460;0;307276;0;312092;0;316908;1;321724;4;326540;0;331356;11;336172;15;343448;16;362704;269;381960;457;401216;1055;420472;281474976716800;443008;8796093022208;481512;153092096;520016;42949672960;558520;0;590566;2;591888;1.0;599168;1;615246;0;615851;12957;617996
c_ea_e_hkc_02_08;12593;115203;821;172960;10620;209818;63;214565;223;220202;5;229013;0;233110;1;233718;170;235862;0;245490;3;254301;2;259117;0;263933;2;268749;4;273565;0;278381;2;283197;0;288013;0;292829;0;297645;0;302461;0;307277;0;312093;0;316909;1;321725;4;326541;0;331357;11;336173;15;343452;16;362708;269;381964;457;401220;1055;420476;281474976716800;443016;8796093022208;481520;153092096;520024;42949672960;558528;0;590566;2;591889;1.0;599172;1;615246;0;615851;12958;617998
c_ea_e_hkc_03_01;10743;108571;822;166328;12911;206502;63;214566;224;220204;5;229014;0;233110;1;233718;175;235864;0;245492;3;254302;2;259118;0;263934;2;268750;1;273566;0;278382;0;283198;0;288014;0;292830;0;297646;0;302462;0;307278;0;312094;0;316910;0;321726;0;326542;0;331358;0;336174;0;343456;17;362712;0;381968;458;401224;0;420480;133120;443024;0;481528;32505856;520032;0;558536;0;590566;9;591890;1.0;599176;1;615246;0;615851;12959;618000
c_ea_e_hkc_03_02;12594;115207;823;172964;10621;209820;63;214567;224;220206;5;229015;0;233110;1;233718;180;235866;0;245494;3;254303;2;259119;0;263935;2;268751;2;273567;0;278383;0;283199;0;288015;0;292831;0;297647;0;302463;0;307279;0;312095;0;316911;0;321727;0;326543;0;331359;0;336175;0;343460;17;362716;0;381972;458;401228;0;420484;133120;443032;0;481536;32505856;520040;0;558544;0;590566;9;591891;1.0;599180;1;615246;0;615851;12960;618002
c_ea_e_hkc_03_03;12595;115211;824;172968;13460;209822;63;214568;224;220208;5;229016;0;233111;1;233719;175;235868;0;245496;3;254304;2;259120;0;263936;2;268752;3;273568;0;278384;0;283200;0;288016;0;292832;0;297648;0;302464;0;307280;0;312096;0;316912;0;321728;0;326544;0;331360;0;336176;0;343464;17;362720;0;381976;458;401232;0;420488;133120;443040;0;481544;32505856;520048;0;558552;0;590567;9;591892;1.0;599184;1;615247;0;615852;12961;618004
c_ea_e_hkc_03_04;12596;115215;825;172972;13461;209824;63;214569;224;220210;5;229017;0;233111;1;233719;170;235870;0;245498;3;254305;2;259121;0;263937;2;268753;4;273569;0;278385;0;283201;0;288017;0;292833;0;297649;0;302465;0;307281;0;312097;0;316913;0;321729;0;326545;0;331361;0;336177;0;343468;17;362724;0;381980;458;401236;0;420492;133120;443048;0;481552;32505856;520056;0;558560;0;590567;9;591893;1.0;599188;1;615247;0;615852;12962;618006
c_ea_e_hkc_03_05;12597;115219;826;172976;13462;209826;63;214570;224;220212;5;229018;0;233111;1;233719;185;235872;0;245500;3;254306;2;259122;0;263938;2;268754;1;273570;0;278386;0;283202;0;288018;0;292834;0;297650;0;302466;0;307282;0;312098;0;316914;0;321730;0;326546;0;331362;0;336178;0;343472;16;362728;0;381984;458;401240;0;420496;2048;443056;0;481560;32505856;520064;0;558568;0;590567;9;591894;1.0;599192;1;615247;0;615852;12963;618008
c_ea_e_hkc_03_06;12598;115223;827;172980;13463;209828;63;214571;224;220214;5;229019;0;233111;1;233719;180;235874;0;245502;3;254307;2;259123;0;263939;2;268755;2;273571;0;278387;0;283203;0;288019;0;292835;0;297651;0;302467;0;307283;0;312099;0;316915;0;321731;0;326547;0;331363;0;336179;0;343476;16;362732;0;381988;458;401244;0;420500;2048;443064;0;481568;32505856;520072;0;558576;0;590567;9;591895;1.0;599196;1;615247;0;615852;12964;618010
c_ea_e_hkc_03_07;12599;115227;828;172984;10622;209830;63;214572;224;220216;5;229020;0;233111;1;233719;185;235876;0;245504;3;254308;2;259124;0;263940;2;268756;3;273572;0;278388;0;283204;0;288020;0;292836;0;297652;0;302468;0;307284;0;312100;0;316916;0;321732;0;326548;0;331364;0;336180;0;343480;16;362736;0;381992;458;401248;0;420504;2048;443072;0;481576;32505856;520080;0;558584;0;590567;9;591896;1.0;599200;1;615247;0;615852;12965;618012
c_ea_e_hkc_03_08;12600;115231;829;172988;10623;209832;63;214573;224;220218;5;229021;0;233111;1;233719;170;235878;0;245506;3;254309;2;259125;0;263941;2;268757;4;273573;0;278389;0;283205;0;288021;0;292837;0;297653;0;302469;0;307285;0;312101;0;316917;0;321733;0;326549;0;331365;0;336181;0;343484;16;362740;0;381996;458;401252;0;420508;2048;443080;0;481584;32505856;520088;0;558592;0;590567;9;591897;1.0;599204;1;615247;0;615852;12966;618014
c_ea_e_hol_01_01;9987;106027;830;163784;12366;205230;63;214574;71;220220;6;229022;0;233111;1;233719;180;235880;0;245508;2;254310;2;259126;0;263942;0;268758;30;273574;0;278390;0;283206;0;288022;1;292838;0;297654;0;302470;1;307286;0;312102;0;316918;0;321734;0;326550;0;331366;11;336182;1;343488;19;362744;280;382000;381;401256;1056;420512;133120;443088;4;481592;7340032;520096;163208757248;558600;0;590567;2;591898;1.0;599208;1;615247;0;615852;12967;618016
c_ea_e_hol_01_02;12601;115235;831;172992;10624;209834;63;214575;71;220222;6;229023;0;233111;1;233719;180;235882;0;245510;2;254311;2;259127;0;263943;0;268759;42;273575;0;278391;0;283207;0;288023;1;292839;0;297655;0;302471;1;307287;0;312103;0;316919;0;321735;0;326551;0;331367;11;336183;1;343492;19;362748;280;382004;381;401260;1056;420516;133120;443096;4;481600;7340032;520104;163208757248;558608;0;590567;2;591899;1.0;599212;1;615247;0;615852;12968;618018
c_ea_e_hol_01_03;12602;115239;832;172996;10625;209836;63;214576;71;220224;6;229024;0;233112;1;233720;185;235884;0;245512;2;254312;2;259128;0;263944;0;268760;42;273576;0;278392;0;283208;0;288024;1;292840;0;297656;0;302472;1;307288;0;312104;0;316920;0;321736;0;326552;0;331368;11;336184;1;343496;20;362752;280;382008;381;401264;1056;420520;133120;443104;4;481608;7340032;520112;163208757248;558616;0;590568;2;591900;1.0;599216;1;615248;0;615853;12969;618020
c_ea_e_hol_01_04;12603;115243;833;173000;10626;209838;63;214577;71;220226;6;229025;0;233112;1;233720;170;235886;0;245514;2;254313;2;259129;0;263945;0;268761;51;273577;0;278393;0;283209;0;288025;1;292841;0;297657;0;302473;1;307289;0;312105;0;316921;0;321737;0;326553;0;331369;11;336185;1;343500;19;362756;280;382012;381;401268;1056;420524;133120;443112;4;481616;7340032;520120;163208757248;558624;0;590568;2;591901;1.0;599220;1;615248;0;615853;12970;618022
c_ea_e_hol_01_05;12604;115247;834;173004;10627;209840;63;214578;71;220228;6;229026;0;233112;1;233720;185;235888;0;245516;2;254314;2;259130;0;263946;0;268762;30;273578;0;278394;0;283210;0;288026;1;292842;0;297658;0;302474;1;307290;0;312106;0;316922;0;321738;0;326554;0;331370;11;336186;1;343504;20;362760;280;382016;381;401272;1056;420528;133120;443120;4;481624;7340032;520128;163208757248;558632;0;590568;2;591902;1.0;599224;1;615248;0;615853;12971;618024
c_ea_e_hol_01_06;12605;115251;835;173008;14311;209842;63;214579;71;220230;6;229027;0;233112;1;233720;175;235890;0;245518;2;254315;2;259131;0;263947;0;268763;43;273579;0;278395;0;283211;0;288027;1;292843;0;297659;0;302475;1;307291;0;312107;0;316923;0;321739;0;326555;0;331371;11;336187;1;343508;19;362764;280;382020;381;401276;1056;420532;133120;443128;4;481632;7340032;520136;163208757248;558640;0;590568;2;591903;1.0;599228;1;615248;0;615853;12972;618026
c_ea_e_hol_01_07;12606;115255;836;173012;10628;209844;63;214580;71;220232;6;229028;0;233112;1;233720;175;235892;0;245520;2;254316;2;259132;0;263948;0;268764;43;273580;0;278396;0;283212;0;288028;1;292844;0;297660;0;302476;1;307292;0;312108;0;316924;0;321740;0;326556;0;331372;11;336188;1;343512;20;362768;280;382024;381;401280;1056;420536;133120;443136;4;481640;7340032;520144;163208757248;558648;0;590568;2;591904;1.0;599232;1;615248;0;615853;12973;618028
c_ea_e_hol_01_08;12607;115259;837;173016;10629;209846;63;214581;71;220234;6;229029;0;233112;1;233720;170;235894;0;245522;2;254317;2;259133;0;263949;0;268765;51;273581;0;278397;0;283213;0;288029;1;292845;0;297661;0;302477;1;307293;0;312109;0;316925;0;321741;0;326557;0;331373;11;336189;1;343516;20;362772;280;382028;381;401284;1056;420540;133120;443144;4;481648;7340032;520152;163208757248;558656;0;590568;2;591905;1.0;599236;1;615248;0;615853;12974;618030
c_ea_e_hol_02_01;9988;106031;838;163788;12367;205232;63;214582;72;220236;6;229030;0;233112;1;233720;175;235896;0;245524;2;254318;2;259134;0;263950;0;268766;30;273582;0;278398;10;283214;0;288030;2;292846;0;297662;0;302478;0;307294;0;312110;0;316926;0;321742;0;326558;0;331374;44;336190;9;343520;14;362776;254;382032;459;401288;1057;420544;6144;443152;8;481656;3145728;520160;163208757248;558664;0;590568;2;591906;1.0;599240;1;615248;0;615853;12975;618032
c_ea_e_hol_02_02;12608;115263;839;173020;10630;209848;63;214583;72;220238;6;229031;0;233112;1;233720;180;235898;0;245526;2;254319;2;259135;0;263951;0;268767;42;273583;0;278399;10;283215;0;288031;2;292847;0;297663;0;302479;0;307295;0;312111;0;316927;0;321743;0;326559;0;331375;44;336191;10;343524;14;362780;253;382036;459;401292;1057;420548;6144;443160;8;481664;3145728;520168;163208757248;558672;0;590568;2;591907;1.0;599244;1;615248;0;615853;12976;618034
c_ea_e_hol_02_03;12609;115267;840;173024;10631;209850;63;214584;72;220240;6;229032;0;233113;1;233721;180;235900;0;245528;2;254320;2;259136;0;263952;0;268768;42;273584;0;278400;10;283216;0;288032;1;292848;0;297664;0;302480;0;307296;0;312112;0;316928;0;321744;0;326560;0;331376;44;336192;14;343528;19;362784;253;382040;459;401296;1057;420552;6144;443168;8;481672;3145728;520176;163208757248;558680;0;590569;2;591908;1.0;599248;1;615249;0;615854;12977;618036
c_ea_e_hol_02_04;12610;115271;841;173028;10632;209852;63;214585;72;220242;6;229033;0;233113;1;233721;170;235902;0;245530;2;254321;2;259137;0;263953;0;268769;51;273585;0;278401;10;283217;0;288033;2;292849;0;297665;0;302481;0;307297;0;312113;0;316929;0;321745;0;326561;0;331377;44;336193;12;343532;7;362788;253;382044;459;401300;1057;420556;6144;443176;2;481680;3145728;520184;163208757248;558688;0;590569;2;591909;1.0;599252;1;615249;0;615854;12978;618038
c_ea_e_hol_02_05;12611;115275;842;173032;10633;209854;63;214586;72;220244;6;229034;0;233113;1;233721;185;235904;0;245532;2;254322;2;259138;0;263954;0;268770;30;273586;0;278402;10;283218;0;288034;2;292850;0;297666;0;302482;0;307298;0;312114;0;316930;0;321746;0;326562;0;331378;44;336194;13;343536;19;362792;254;382048;459;401304;1057;420560;6144;443184;16;481688;3145728;520192;163208757248;558696;0;590569;2;591910;1.0;599256;1;615249;0;615854;12979;618040
c_ea_e_hol_02_06;12612;115279;843;173036;10634;209856;63;214587;72;220246;6;229035;0;233113;1;233721;185;235906;0;245534;2;254323;2;259139;0;263955;0;268771;43;273587;0;278403;10;283219;0;288035;2;292851;0;297667;0;302483;0;307299;0;312115;0;316931;0;321747;0;326563;0;331379;44;336195;11;343540;7;362796;253;382052;459;401308;1057;420564;6144;443192;64;481696;3145728;520200;163208757248;558704;0;590569;2;591911;1.0;599260;1;615249;0;615854;12980;618042
c_ea_e_hol_02_07;12613;115283;844;173040;10635;209858;63;214588;72;220248;6;229036;0;233113;1;233721;175;235908;0;245536;2;254324;2;259140;0;263956;0;268772;43;273588;0;278404;10;283220;0;288036;2;292852;0;297668;0;302484;0;307300;0;312116;0;316932;0;321748;0;326564;0;331380;44;336196;15;343544;20;362800;253;382056;459;401312;1057;420568;6144;443200;32;481704;3145728;520208;163208757248;558712;0;590569;2;591912;1.0;599264;1;615249;0;615854;12981;618044
c_ea_e_hol_02_08;12614;115287;845;173044;13947;209860;63;214589;72;220250;6;229037;0;233113;1;233721;170;235910;0;245538;2;254325;2;259141;0;263957;0;268773;51;273589;0;278405;10;283221;0;288037;1;292853;0;297669;0;302485;0;307301;0;312117;0;316933;0;321749;0;326565;0;331381;44;336197;16;343548;20;362804;254;382060;459;401316;1057;420572;6144;443208;8;481712;3145728;520216;163208757248;558720;0;590569;2;591913;1.0;599268;1;615249;0;615854;12982;618046
c_ea_e_hol_03_01;9989;106035;846;163792;12368;205234;63;214590;73;220252;6;229038;0;233113;1;233721;170;235912;0;245540;2;254326;2;259142;0;263958;0;268774;0;273590;0;278406;0;283222;0;288038;0;292854;0;297670;0;302486;0;307302;0;312118;0;316934;0;321750;0;326566;0;331382;8;336198;42;343552;29;362808;0;382064;460;401320;1058;420576;530432;443216;16;481720;3145728;520224;163208757248;558728;0;590569;2;591914;1.0;599272;1;615249;0;615854;12983;618048
