character names;puid order;puid_order offset;character order;character order offset;*model;*model offset;category;category offset;class id;class id offset;age;age offset;is_woman;is_woman offset;is_face_correct;is_face_correct offset;height;height offset;height_range;height_range offset;body_type;body_type offset;language;language offset;bag_type;bag_type offset;tex_skin;tex_skin offset;tex_face1;tex_face1 offset;tex_face2;tex_face2 offset;tex_face3;tex_face3 offset;tex_face4;tex_face4 offset;tex_hair1;tex_hair1 offset;tex_hair2;tex_hair2 offset;tex_tops1;tex_tops1 offset;tex_tops2;tex_tops2 offset;tex_tops3;tex_tops3 offset;tex_tops4;tex_tops4 offset;tex_btms1;tex_btms1 offset;tex_btms2;tex_btms2 offset;tex_btms3;tex_btms3 offset;dedit_category;dedit_category offset;dedit;dedit offset;face;face offset;hair;hair offset;tops;tops offset;btms;btms offset;face_flags;face_flags offset;hair_flags;hair_flags offset;tops_flags;tops_flags offset;btms_flags;btms_flags offset;cloth_physics;cloth_physics offset;shoes_kind;shoes_kind offset;auto_wrinke_scale;auto_wrinkle_scale offset;can_sit;can_sit offset;is_use_fur;is_use_fur offset
c_ea_k_public15;4055;63387;639;96112;4629;121274;41;127039;26;129767;7;132495;0;134663;1;135007;175;136550;5;142006;2;146823;2;149551;1;152279;0;155007;0;157735;0;160463;0;163191;0;165919;2;168647;0;171375;5;174103;0;176831;0;179559;0;182287;0;185015;5;187743;0;190471;2;193199;52;197844;119;208756;237;219668;326;230580;649;241492;2048;254960;17592186044432;276776;1081081856;298592;42949672960;320408;0;337191;2;338095;1.0;342740;1;351175;0;351519
c_ea_k_public16;4056;63391;640;96116;4630;121276;41;127040;26;129768;7;132496;0;134664;1;135008;175;136552;5;142008;2;146824;2;149552;2;152280;0;155008;0;157736;0;160464;0;163192;0;165920;2;168648;3;171376;0;174104;0;176832;0;179560;0;182288;15;185016;1;187744;0;190472;2;193200;29;197848;113;208760;237;219672;312;230584;635;241496;34816;254968;1026;276784;540016640;298600;77309411328;320416;0;337192;1;338096;1.0;342744;1;351176;0;351520
c_ea_k_public17;4057;63395;641;96120;4631;121278;41;127041;26;129769;7;132497;0;134664;1;135008;175;136554;5;142010;2;146825;2;149553;2;152281;0;155009;0;157737;0;160465;0;163193;0;165921;2;168649;4;171377;0;174105;1;176833;3;179561;0;182289;0;185017;0;187745;0;190473;2;193201;44;197852;118;208764;237;219676;397;230588;647;241500;2048;254976;35184372088864;276792;544210944;298608;25769803776;320424;0;337192;2;338097;1.0;342748;1;351176;0;351520
c_ea_k_public18;4058;63399;642;96124;4632;121280;41;127042;26;129770;7;132498;0;134664;1;135008;175;136556;5;142012;2;146826;2;149554;1;152282;0;155010;0;157738;0;160466;0;163194;0;165922;2;168650;0;171378;0;174106;2;176834;0;179562;0;182290;5;185018;2;187746;0;190474;2;193202;29;197856;73;208768;237;219680;349;230592;635;241504;2048;254984;4398046511108;276800;1076887552;298616;42949672960;320432;0;337192;1;338098;1.0;342752;1;351176;0;351520
c_ea_k_public19;4059;63403;643;96128;4633;121282;41;127043;26;129771;7;132499;0;134664;1;135008;175;136558;5;142014;2;146827;2;149555;2;152283;0;155011;0;157739;0;160467;2;163195;0;165923;2;168651;0;171379;2;174107;0;176835;0;179563;0;182291;0;185019;0;187747;0;190475;2;193203;38;197860;4;208772;230;219684;392;230596;649;241508;38912;254992;4;276808;1215299584;298624;77309411328;320440;0;337192;2;338099;1.0;342756;1;351176;0;351520
c_ea_k_public20;4060;63407;644;96132;4634;121284;41;127044;26;129772;7;132500;0;134664;1;135008;175;136560;5;142016;2;146828;2;149556;1;152284;0;155012;0;157740;0;160468;0;163196;0;165924;2;168652;4;171380;0;174108;10;176836;0;179564;0;182292;2;185020;0;187748;0;190476;2;193204;31;197864;133;208776;237;219688;316;230600;647;241512;2048;255000;1026;276816;540016640;298632;25769803776;320448;0;337192;2;338100;1.0;342760;1;351176;0;351520
c_ea_k_public21;4061;63411;645;96136;4635;121286;41;127045;26;129773;5;132501;0;134664;1;135008;175;136562;5;142018;2;146829;2;149557;3;152285;0;155013;0;157741;0;160469;1;163197;0;165925;3;168653;0;171381;0;174109;0;176837;0;179565;0;182293;0;185021;0;187749;0;190477;1;193205;58;197868;3;208780;230;219692;336;230604;649;241516;38912;255008;2;276824;540016640;298640;42949672960;320456;0;337192;2;338101;1.0;342764;1;351176;0;351520
c_ea_k_public22;4062;63415;646;96140;4636;121288;41;127046;26;129774;5;132502;0;134664;1;135008;175;136564;5;142020;2;146830;2;149558;1;152286;0;155014;0;157742;0;160470;0;163198;0;165926;0;168654;0;171382;1;174110;0;176838;3;179566;0;182294;1;185022;0;187750;0;190478;1;193206;4;197872;2;208784;224;219696;320;230608;648;241520;6144;255016;2;276832;1081081856;298648;77309411328;320464;0;337192;2;338102;1.0;342768;1;351176;0;351520
c_ea_k_public23;4063;63419;647;96144;4637;121290;41;127047;26;129775;5;132503;0;134664;1;135008;175;136566;5;142022;2;146831;2;149559;2;152287;0;155015;0;157743;0;160471;0;163199;0;165927;0;168655;0;171383;0;174111;0;176839;0;179567;0;182295;0;185023;5;187751;0;190479;1;193207;18;197876;45;208788;237;219700;310;230612;645;241524;6144;255024;4398046511108;276840;540016640;298656;42949672960;320472;0;337192;1;338103;1.0;342772;1;351176;0;351520
c_ea_k_public24;4064;63423;648;96148;6620;121292;41;127048;26;129776;5;132504;0;134665;1;135009;175;136568;5;142024;2;146832;2;149560;3;152288;0;155016;0;157744;0;160472;0;163200;0;165928;0;168656;0;171384;0;174112;0;176840;0;179568;0;182296;0;185024;0;187752;0;190480;1;193208;30;197880;46;208792;237;219704;347;230616;649;241528;6144;255032;17592186044432;276848;540016640;298664;42949672960;320480;0;337193;2;338104;1.0;342776;1;351177;0;351521
c_ea_k_public25;4065;63427;649;96152;6373;121294;41;127049;26;129777;5;132505;0;134665;1;135009;175;136570;5;142026;2;146833;2;149561;1;152289;0;155017;0;157745;0;160473;0;163201;0;165929;0;168657;0;171385;8;174113;6;176841;2;179569;0;182297;0;185025;3;187753;0;190481;1;193209;1;197884;47;208796;224;219708;299;230620;648;241532;6144;255040;32;276856;1076887552;298672;77309411328;320488;0;337193;2;338105;1.0;342780;1;351177;0;351521
c_ea_k_public26;4066;63431;650;96156;9509;121296;41;127050;26;129778;5;132506;0;134665;1;135009;175;136572;5;142028;2;146834;2;149562;1;152290;0;155018;0;157746;0;160474;0;163202;0;165930;0;168658;1;171386;4;174114;10;176842;0;179570;0;182298;0;185026;0;187754;0;190482;1;193210;56;197888;48;208800;224;219712;299;230624;645;241536;6144;255048;2;276864;1083179008;298680;180388626432;320496;0;337193;2;338106;1.0;342784;1;351177;0;351521
c_ea_k_public27;4067;63435;651;96160;6345;121298;41;127051;26;129779;5;132507;0;134665;1;135009;175;136574;5;142030;2;146835;2;149563;2;152291;0;155019;0;157747;0;160475;0;163203;0;165931;0;168659;0;171387;10;174115;2;176843;3;179571;0;182299;1;185027;0;187755;0;190483;1;193211;34;197892;49;208804;230;219716;299;230628;648;241540;6144;255056;4;276872;542113792;298688;42949672960;320504;0;337193;2;338107;1.0;342788;1;351177;0;351521
c_ea_k_public28;4068;63439;652;96164;6346;121300;41;127052;26;129780;5;132508;0;134665;1;135009;175;136576;5;142032;2;146836;2;149564;1;152292;0;155020;0;157748;0;160476;0;163204;0;165932;0;168660;0;171388;0;174116;0;176844;0;179572;5;182300;0;185028;1;187756;0;190484;1;193212;60;197896;50;208808;230;219720;312;230632;660;241544;6144;255064;16;276880;1076887552;298696;249108103168;320512;0;337193;2;338108;1.0;342792;1;351177;0;351521
c_ea_k_public29;4069;63443;653;96168;6347;121302;41;127053;26;129781;5;132509;0;134665;1;135009;175;136578;5;142034;2;146837;2;149565;1;152293;0;155021;0;157749;0;160477;0;163205;0;165933;0;168661;0;171389;5;174117;0;176845;0;179573;4;182301;0;185029;0;187757;0;190485;1;193213;41;197900;51;208812;224;219724;391;230636;650;241548;38912;255072;4;276888;1076887552;298704;163208757248;320520;0;337193;2;338109;1.0;342796;1;351177;0;351521
c_ea_k_public30;4070;63447;654;96172;6348;121304;41;127054;26;129782;5;132510;0;134665;1;135009;175;136580;5;142036;2;146838;2;149566;1;152294;0;155022;0;157750;0;160478;0;163206;0;165934;0;168662;0;171390;10;174118;1;176846;1;179574;0;182302;1;185030;0;187758;0;190486;1;193214;42;197904;55;208816;237;219728;299;230640;648;241552;6144;255080;17592186044416;276896;1078984704;298712;77309411328;320528;0;337193;2;338110;1.0;342800;1;351177;0;351521
c_ea_k_public31;4071;63451;655;96176;6349;121306;41;127055;26;129783;5;132511;0;134665;1;135009;175;136582;5;142038;2;146839;2;149567;2;152295;0;155023;0;157751;0;160479;0;163207;0;165935;0;168663;0;171391;0;174119;0;176847;0;179575;0;182303;0;185031;0;187759;0;190487;1;193215;54;197908;52;208820;230;219732;315;230644;649;241556;6144;255088;2;276904;540016640;298720;42949672960;320536;0;337193;2;338111;1.0;342804;1;351177;0;351521
c_ea_k_public32;4072;63455;656;96180;6350;121308;41;127056;26;129784;5;132512;0;134666;1;135010;175;136584;5;142040;2;146840;2;149568;1;152296;0;155024;0;157752;0;160480;0;163208;0;165936;0;168664;0;171392;0;174120;1;176848;3;179576;0;182304;1;185032;0;187760;0;190488;1;193216;20;197912;57;208824;224;219736;350;230648;648;241560;6144;255096;2;276912;1210056704;298728;77309411328;320544;0;337194;2;338112;1.0;342808;1;351178;0;351522
c_ea_k_public33;4073;63459;657;96184;6351;121310;41;127057;26;129785;5;132513;0;134666;1;135010;175;136586;5;142042;2;146841;2;149569;2;152297;0;155025;0;157753;0;160481;0;163209;0;165937;0;168665;0;171393;0;174121;0;176849;0;179577;0;182305;3;185033;0;187761;0;190489;1;193217;18;197916;3;208828;237;219740;310;230652;660;241564;38912;255104;35184372088864;276920;540016640;298736;180388626432;320552;0;337194;2;338113;1.0;342812;1;351178;0;351522
c_ea_k_public34;4074;63463;658;96188;6352;121312;41;127058;26;129786;5;132514;0;134666;1;135010;175;136588;5;142044;2;146842;2;149570;3;152298;0;155026;0;157754;0;160482;0;163210;0;165938;0;168666;0;171394;0;174122;0;176850;0;179578;0;182306;0;185034;0;187762;0;190490;1;193218;30;197920;2;208832;224;219744;347;230656;649;241568;6144;255112;16;276928;540016640;298744;42949672960;320560;0;337194;2;338114;1.0;342816;1;351178;0;351522
c_ea_k_public35;4075;63467;659;96192;6353;121314;41;127059;26;129787;5;132515;0;134666;1;135010;175;136590;5;142046;2;146843;2;149571;3;152299;0;155027;0;157755;0;160483;0;163211;0;165939;0;168667;0;171395;1;174123;0;176851;2;179579;0;182307;0;185035;0;187763;0;190491;1;193219;53;197924;45;208836;224;219748;336;230660;648;241572;6144;255120;32;276936;540016640;298752;77309411328;320568;0;337194;2;338115;1.0;342820;1;351178;0;351522
c_ea_k_student01;4076;63471;660;96196;6354;121316;41;127060;15;129788;4;132516;0;134666;1;135010;170;136592;5;142048;2;146844;2;149572;3;152300;0;155028;0;157756;0;160484;0;163212;0;165940;0;168668;0;171396;0;174124;0;176852;8;179580;0;182308;8;185036;0;187764;0;190492;1;193220;26;197928;3;208840;224;219752;377;230664;651;241576;6144;255128;2;276944;1278214144;298760;42949672960;320576;0;337194;1;338116;1.0;342824;1;351178;0;351522
c_ea_k_student02;4077;63475;661;96200;6355;121318;41;127061;15;129789;4;132517;0;134666;1;135010;170;136594;5;142050;2;146845;2;149573;3;152301;0;155029;0;157757;0;160485;0;163213;0;165941;0;168669;0;171397;0;174125;0;176853;8;179581;0;182309;8;185037;2;187765;0;190493;1;193221;26;197932;2;208844;224;219756;378;230668;651;241580;6144;255136;4;276952;1278214144;298768;42949672960;320584;0;337194;1;338117;1.0;342828;1;351178;0;351522
c_ea_k_student03;4078;63479;662;96204;6356;121320;41;127062;15;129790;4;132518;0;134666;1;135010;170;136596;5;142052;2;146846;2;149574;1;152302;0;155030;0;157758;0;160486;0;163214;0;165942;3;168670;0;171398;0;174126;0;176854;8;179582;0;182310;8;185038;2;187766;0;190494;1;193222;26;197936;45;208848;224;219760;377;230672;651;241584;22528;255144;8;276960;741343232;298776;42949672960;320592;0;337194;1;338118;1.0;342832;1;351178;0;351522
c_ea_k_student04;4079;63483;663;96208;6357;121322;41;127063;15;129791;4;132519;0;134666;1;135010;170;136598;5;142054;2;146847;2;149575;3;152303;0;155031;0;157759;0;160487;0;163215;0;165943;0;168671;0;171399;0;174127;0;176855;8;179583;0;182311;8;185039;2;187767;0;190495;1;193223;26;197940;46;208852;224;219764;378;230676;651;241588;6144;255152;32;276968;1213202432;298784;42949672960;320600;0;337194;1;338119;1.0;342836;1;351178;0;351522
c_ea_k_student05;4080;63487;664;96212;6358;121324;41;127064;15;129792;4;132520;0;134667;1;135011;170;136600;5;142056;2;146848;2;149576;1;152304;0;155032;0;157760;0;160488;0;163216;0;165944;0;168672;0;171400;0;174128;0;176856;8;179584;0;182312;8;185040;2;187768;0;190496;1;193224;26;197944;47;208856;224;219768;377;230680;651;241592;6144;255160;2;276976;741343232;298792;42949672960;320608;0;337195;1;338120;1.0;342840;1;351179;0;351523
c_ea_k_student06;4081;63491;665;96216;6359;121326;41;127065;15;129793;4;132521;0;134667;1;135011;170;136602;5;142058;2;146849;2;149577;3;152305;0;155033;0;157761;0;160489;0;163217;0;165945;3;168673;0;171401;0;174129;0;176857;8;179585;0;182313;8;185041;0;187769;0;190497;1;193225;33;197948;48;208860;224;219772;378;230684;651;241596;22528;255168;32;276984;1278214144;298800;42949672960;320616;0;337195;1;338121;1.0;342844;1;351179;0;351523
c_ea_k_student07;4082;63495;666;96220;6360;121328;41;127066;15;129794;4;132522;0;134667;1;135011;170;136604;5;142060;2;146850;2;149578;1;152306;0;155034;0;157762;0;160490;0;163218;0;165946;0;168674;0;171402;0;174130;0;176858;8;179586;0;182314;8;185042;2;187770;0;190498;1;193226;33;197952;49;208864;224;219776;377;230688;651;241600;6144;255176;2;276992;741343232;298808;42949672960;320624;0;337195;1;338122;1.0;342848;1;351179;0;351523
c_ea_k_student08;4083;63499;667;96224;6361;121330;41;127067;15;129795;4;132523;0;134667;1;135011;170;136606;5;142062;2;146851;2;149579;3;152307;0;155035;0;157763;0;160491;0;163219;0;165947;0;168675;0;171403;0;174131;0;176859;8;179587;0;182315;8;185043;2;187771;0;190499;1;193227;33;197956;3;208868;224;219780;378;230692;651;241604;22528;255184;16;277000;1213202432;298816;42949672960;320632;0;337195;1;338123;1.0;342852;1;351179;0;351523
c_ea_k_student09;4084;63503;668;96228;6362;121332;41;127068;15;129796;4;132524;0;134667;1;135011;170;136608;5;142064;2;146852;2;149580;1;152308;0;155036;0;157764;0;160492;0;163220;0;165948;0;168676;0;171404;0;174132;0;176860;8;179588;0;182316;8;185044;2;187772;0;190500;1;193228;33;197960;2;208872;224;219784;377;230696;651;241608;6144;255192;2;277008;741343232;298824;42949672960;320640;0;337195;1;338124;1.0;342856;1;351179;0;351523
c_ea_k_student10;4085;63507;669;96232;6363;121334;41;127069;15;129797;4;132525;0;134667;1;135011;170;136610;5;142066;2;146853;2;149581;3;152309;0;155037;0;157765;0;160493;0;163221;0;165949;3;168677;0;171405;0;174133;0;176861;8;179589;0;182317;8;185045;2;187773;0;190501;1;193229;33;197964;45;208876;224;219788;378;230700;651;241612;6144;255200;32;277016;1278214144;298832;42949672960;320648;0;337195;1;338125;1.0;342860;1;351179;0;351523
c_ea_k_tissue01;4086;63511;670;96236;6364;121336;41;127070;33;129798;5;132526;0;134667;1;135011;175;136612;5;142068;2;146854;2;149582;0;152310;0;155038;0;157766;0;160494;0;163222;0;165950;0;168678;0;171406;2;174134;0;176862;1;179590;0;182318;2;185046;0;187774;0;190502;3;193230;2;197968;3;208880;224;219792;319;230704;635;241616;38912;255208;2;277024;3145728;298840;25769803776;320656;0;337195;1;338126;1.0;342864;1;351179;0;351523
c_ea_k_tissue02;4087;63515;671;96240;6365;121338;41;127071;33;129799;5;132527;0;134667;1;135011;175;136614;5;142070;2;146855;2;149583;0;152311;0;155039;0;157767;0;160495;0;163223;0;165951;0;168679;0;171407;0;174135;1;176863;1;179591;0;182319;2;185047;0;187775;0;190503;8;193231;45;197972;2;208884;224;219796;411;230708;635;241620;38912;255216;4;277032;3145728;298848;42949672960;320664;0;337195;1;338127;1.0;342868;1;351179;0;351523
c_ea_k_tissue03;4088;63519;672;96244;6366;121340;41;127072;33;129800;5;132528;0;134668;1;135012;175;136616;5;142072;2;146856;2;149584;0;152312;0;155040;0;157768;0;160496;0;163224;0;165952;0;168680;0;171408;3;174136;0;176864;2;179592;0;182320;3;185048;0;187776;0;190504;3;193232;4;197976;45;208888;224;219800;319;230712;635;241624;6144;255224;16;277040;70254592;298856;77309411328;320672;0;337196;1;338128;1.0;342872;1;351180;0;351524
c_ea_k_tissue04;4089;63523;673;96248;6367;121342;41;127073;33;129801;5;132529;0;134668;1;135012;175;136618;5;142074;2;146857;2;149585;0;152313;0;155041;0;157769;0;160497;0;163225;0;165953;0;168681;0;171409;0;174137;0;176865;1;179593;0;182321;2;185049;0;187777;0;190505;8;193233;51;197980;46;208892;224;219804;411;230716;635;241628;6144;255232;2;277048;3145728;298864;25769803776;320680;0;337196;1;338129;1.0;342876;1;351180;0;351524
c_ea_k_tissue05;4090;63527;674;96252;6368;121344;41;127074;33;129802;5;132530;0;134668;1;135012;175;136620;5;142076;2;146858;2;149586;0;152314;0;155042;0;157770;0;160498;0;163226;0;165954;0;168682;0;171410;7;174138;0;176866;1;179594;0;182322;7;185050;0;187778;0;190506;3;193234;14;197984;47;208896;224;219808;319;230720;635;241632;38912;255240;4;277056;70254592;298872;42949672960;320688;0;337196;1;338130;1.0;342880;1;351180;0;351524
c_ew_k_biz01;4091;63531;675;96256;6369;121346;41;127075;22;129803;6;132531;1;134668;1;135012;165;136622;5;142078;2;146859;2;149587;3;152315;0;155043;0;157771;0;160499;0;163227;0;165955;0;168683;0;171411;1;174139;0;176867;3;179595;0;182323;1;185051;0;187779;0;190507;4;193235;1;197988;98;208900;228;219812;297;230724;637;241636;2048;255248;8;277064;540016640;298880;163208757248;320696;0;337196;3;338131;1.0;342884;1;351180;0;351524
c_ew_k_biz02;4092;63535;676;96260;6370;121348;41;127076;22;129804;6;132532;1;134668;1;135012;165;136624;5;142080;2;146860;2;149588;0;152316;0;155044;0;157772;0;160500;0;163228;0;165956;0;168684;0;171412;2;174140;0;176868;0;179596;0;182324;2;185052;1;187780;0;190508;4;193236;2;197992;84;208904;229;219816;297;230728;674;241640;2048;255256;2;277072;5242880;298888;42949672960;320704;0;337196;3;338132;1.0;342888;1;351180;0;351524
c_ew_k_biz03;4093;63539;677;96264;6371;121350;41;127077;22;129805;6;132533;1;134668;1;135012;165;136626;5;142082;2;146861;2;149589;3;152317;0;155045;0;157773;0;160501;0;163229;0;165957;0;168685;0;171413;3;174141;7;176869;2;179597;0;182325;3;185053;2;187781;0;190509;4;193237;3;197996;79;208908;228;219820;297;230732;637;241644;2048;255264;4;277080;546308096;298896;300647710720;320712;0;337196;3;338133;1.0;342892;1;351180;0;351524
c_ew_k_biz04;4094;63543;678;96268;6372;121352;41;127078;22;129806;6;132534;1;134668;1;135012;165;136628;5;142084;2;146862;2;149590;3;152318;0;155046;0;157774;0;160502;0;163230;0;165958;0;168686;0;171414;4;174142;0;176870;3;179598;0;182326;4;185054;0;187782;0;190510;4;193238;4;198000;80;208912;228;219824;297;230736;674;241648;2048;255272;16;277088;1076887552;298904;42949672960;320720;0;337196;3;338134;1.0;342896;1;351180;0;351524
c_ew_k_biz05;4095;63547;679;96272;7827;121354;41;127079;22;129807;6;132535;1;134668;1;135012;165;136630;5;142086;2;146863;2;149591;3;152319;0;155047;0;157775;0;160503;0;163231;0;165959;0;168687;0;171415;18;174143;0;176871;1;179599;0;182327;18;185055;1;187783;0;190511;4;193239;5;198004;124;208916;229;219828;297;230740;637;241652;2048;255280;4;277096;1078984704;298912;300647710720;320728;0;337196;3;338135;1.0;342900;1;351180;0;351524
c_ew_k_biz06;4096;63551;680;96276;8531;121356;41;127080;22;129808;6;132536;1;134669;1;135013;165;136632;5;142088;2;146864;2;149592;3;152320;0;155048;0;157776;0;160504;0;163232;0;165960;0;168688;0;171416;5;174144;0;176872;3;179600;0;182328;5;185056;0;187784;0;190512;4;193240;6;198008;135;208920;242;219832;297;230744;674;241656;2048;255288;2;277104;540016640;298920;25769803776;320736;0;337197;3;338136;1.0;342904;1;351181;0;351525
c_ew_k_biz07;4097;63555;681;96280;8529;121358;41;127081;22;129809;6;132537;1;134669;1;135013;165;136634;5;142090;2;146865;2;149593;0;152321;0;155049;0;157777;0;160505;0;163233;0;165961;0;168689;0;171417;15;174145;0;176873;0;179601;0;182329;15;185057;1;187785;0;190513;4;193241;7;198012;98;208924;242;219836;297;230748;637;241660;2048;255296;8;277112;5242880;298928;163208757248;320744;0;337197;3;338137;1.0;342908;1;351181;0;351525
c_ew_k_biz08;4098;63559;682;96284;8530;121360;41;127082;22;129810;6;132538;1;134669;1;135013;165;136636;5;142092;2;146866;2;149594;3;152322;0;155050;0;157778;0;160506;0;163234;0;165962;0;168690;0;171418;5;174146;7;176874;2;179602;0;182330;5;185058;2;187786;0;190514;4;193242;8;198016;84;208928;242;219840;297;230752;674;241664;2048;255304;16;277120;546308096;298936;77309411328;320752;0;337197;3;338138;1.0;342912;1;351181;0;351525
c_ew_k_biz09;4099;63563;683;96288;8884;121362;41;127083;22;129811;6;132539;1;134669;1;135013;165;136638;5;142094;2;146867;2;149595;3;152323;0;155051;0;157779;0;160507;0;163235;0;165963;0;168691;0;171419;12;174147;0;176875;3;179603;0;182331;12;185059;0;187787;0;190515;4;193243;9;198020;79;208932;228;219844;297;230756;637;241668;2048;255312;2;277128;1076887552;298944;300647710720;320760;0;337197;3;338139;1.0;342916;1;351181;0;351525
c_ew_k_biz10;4100;63567;684;96292;8885;121364;41;127084;22;129812;6;132540;1;134669;1;135013;165;136640;5;142096;2;146868;2;149596;3;152324;0;155052;0;157780;0;160508;0;163236;0;165964;0;168692;0;171420;13;174148;0;176876;1;179604;0;182332;13;185060;1;187788;0;190516;4;193244;10;198024;80;208936;242;219848;297;230760;674;241672;2048;255320;4;277136;1078984704;298952;25769803776;320768;0;337197;3;338140;1.0;342920;1;351181;0;351525
c_ew_k_biz11;4101;63571;685;96296;8886;121366;41;127085;22;129813;5;132541;1;134669;1;135013;165;136642;5;142098;2;146869;2;149597;3;152325;0;155053;0;157781;0;160509;0;163237;0;165965;0;168693;0;171421;5;174149;0;176877;3;179605;0;182333;5;185061;0;187789;0;190517;3;193245;1;198028;10;208940;242;219852;297;230764;637;241676;2048;255328;2;277144;540016640;298960;300647710720;320776;0;337197;3;338141;1.0;342924;1;351181;0;351525
c_ew_k_biz12;4102;63575;686;96300;8887;121368;41;127086;22;129814;5;132542;1;134669;1;135013;165;136644;5;142100;2;146870;2;149598;0;152326;0;155054;0;157782;0;160510;0;163238;0;165966;3;168694;0;171422;3;174150;0;176878;0;179606;0;182334;3;185062;1;187790;0;190518;3;193246;2;198032;82;208944;242;219856;297;230768;637;241680;2048;255336;32;277152;5242880;298968;163208757248;320784;0;337197;3;338142;1.0;342928;1;351181;0;351525
c_ew_k_biz13;4103;63579;687;96304;8888;121370;41;127087;22;129815;5;132543;1;134669;1;135013;165;136646;5;142102;2;146871;2;149599;3;152327;0;155055;0;157783;0;160511;0;163239;0;165967;0;168695;0;171423;2;174151;7;176879;2;179607;0;182335;2;185063;2;187791;0;190519;3;193247;3;198036;136;208948;228;219860;297;230772;637;241684;2048;255344;4;277160;546308096;298976;300647710720;320792;0;337197;3;338143;1.0;342932;1;351181;0;351525
c_ew_k_biz14;4104;63583;688;96308;8889;121372;41;127088;22;129816;5;132544;1;134670;1;135014;165;136648;5;142104;2;146872;2;149600;3;152328;0;155056;0;157784;0;160512;0;163240;0;165968;0;168696;0;171424;4;174152;0;176880;3;179608;0;182336;4;185064;0;187792;0;190520;3;193248;4;198040;97;208952;228;219864;297;230776;637;241688;2048;255352;16;277168;1076887552;298984;163208757248;320800;0;337198;3;338144;1.0;342936;1;351182;0;351526
c_ew_k_biz15;4105;63587;689;96312;8890;121374;41;127089;22;129817;5;132545;1;134670;1;135014;165;136650;5;142106;2;146873;2;149601;3;152329;0;155057;0;157785;0;160513;0;163241;0;165969;3;168697;0;171425;5;174153;0;176881;1;179609;0;182337;5;185065;1;187793;0;190521;3;193249;5;198044;98;208956;229;219868;297;230780;637;241692;2048;255360;16;277176;1078984704;298992;300647710720;320808;0;337198;3;338145;1.0;342940;1;351182;0;351526
c_ew_k_biz16;4106;63591;690;96316;8891;121376;41;127090;22;129818;5;132546;1;134670;1;135014;165;136652;5;142108;2;146874;2;149602;3;152330;0;155058;0;157786;0;160514;0;163242;0;165970;0;168698;0;171426;5;174154;0;176882;3;179610;0;182338;5;185066;0;187794;0;190522;3;193250;6;198048;10;208960;228;219872;297;230784;637;241696;2048;255368;2;277184;540016640;299000;300647710720;320816;0;337198;3;338146;1.0;342944;1;351182;0;351526
c_ew_k_biz17;4107;63595;691;96320;8892;121378;41;127091;22;129819;5;132547;1;134670;1;135014;165;136654;5;142110;2;146875;2;149603;0;152331;0;155059;0;157787;0;160515;0;163243;0;165971;3;168699;0;171427;22;174155;0;176883;0;179611;0;182339;22;185067;1;187795;0;190523;3;193251;7;198052;82;208964;229;219876;297;230788;637;241700;2048;255376;2;277192;5242880;299008;163208757248;320824;0;337198;3;338147;1.0;342948;1;351182;0;351526
c_ew_k_biz18;4108;63599;692;96324;8893;121380;41;127092;22;129820;5;132548;1;134670;1;135014;165;136656;5;142112;2;146876;2;149604;3;152332;0;155060;0;157788;0;160516;0;163244;0;165972;0;168700;0;171428;13;174156;7;176884;2;179612;0;182340;13;185068;2;187796;0;190524;3;193252;8;198056;136;208968;228;219880;297;230792;637;241704;2048;255384;4;277200;546308096;299016;300647710720;320832;0;337198;3;338148;1.0;342952;1;351182;0;351526
c_ew_k_biz19;4109;63603;693;96328;8894;121382;41;127093;22;129821;5;132549;1;134670;1;135014;165;136658;5;142114;2;146877;2;149605;3;152333;0;155061;0;157789;0;160517;0;163245;0;165973;3;168701;0;171429;17;174157;0;176885;3;179613;0;182341;17;185069;0;187797;0;190525;3;193253;9;198060;97;208972;228;219884;297;230796;637;241708;2048;255392;8;277208;1076887552;299024;163208757248;320840;0;337198;3;338149;1.0;342956;1;351182;0;351526
c_ew_k_biz20;4110;63607;694;96332;8895;121384;41;127094;22;129822;5;132550;1;134670;1;135014;165;136660;5;142116;2;146878;2;149606;3;152334;0;155062;0;157790;0;160518;0;163246;0;165974;0;168702;0;171430;22;174158;0;176886;1;179614;0;182342;22;185070;1;187798;0;190526;3;193254;10;198064;84;208976;229;219888;297;230800;637;241712;2048;255400;8;277216;1078984704;299032;300647710720;320848;0;337198;3;338150;1.0;342960;1;351182;0;351526
c_ew_k_caba01;4111;63611;695;96336;8896;121386;41;127095;21;129823;5;132551;1;134670;1;135014;165;136662;5;142118;2;146879;2;149607;3;152335;0;155063;0;157791;0;160519;0;163247;0;165975;3;168703;0;171431;16;174159;16;176887;0;179615;0;182343;4;185071;0;187799;0;190527;7;193255;12;198068;11;208980;228;219892;412;230804;0;241716;18432;255408;8;277224;1219493888;299040;0;320856;0;337198;3;338151;1.0;342964;1;351182;0;351526
c_ew_k_caba02;4112;63615;696;96340;8897;121388;41;127096;21;129824;5;132552;1;134671;1;135015;165;136664;5;142120;2;146880;2;149608;3;152336;0;155064;0;157792;0;160520;0;163248;0;165976;3;168704;0;171432;2;174160;11;176888;1;179616;0;182344;5;185072;1;187800;0;190528;7;193256;13;198072;100;208984;242;219896;413;230808;638;241720;83968;255416;2;277232;1085276160;299048;317827579904;320864;0;337199;3;338152;1.0;342968;1;351183;0;351527
