character names;puid order;puid_order offset;character order;character order offset;*model;*model offset;is_reuse;is_reuse offset;category;category offset;class id;class id offset;age;age offset;is_woman;is_woman offset;is_face_correct;is_face_correct offset;height;height offset;height_range;height_range offset;body_type;body_type offset;language;language offset;bag_type;bag_type offset;tex_skin;tex_skin offset;tex_face1;tex_face1 offset;tex_face2;tex_face2 offset;tex_face3;tex_face3 offset;tex_face4;tex_face4 offset;tex_hair1;tex_hair1 offset;tex_hair2;tex_hair2 offset;tex_tops1;tex_tops1 offset;tex_tops2;tex_tops2 offset;tex_tops3;tex_tops3 offset;tex_tops4;tex_tops4 offset;tex_btms1;tex_btms1 offset;tex_btms2;tex_btms2 offset;tex_btms3;tex_btms3 offset;dedit_category;dedit_category offset;dedit;dedit offset;face;face offset;hair;hair offset;tops;tops offset;btms;btms offset;face_flags;face_flags offset;hair_flags;hair_flags offset;tops_flags;tops_flags offset;btms_flags;btms_flags offset;cloth_physics;cloth_physics offset;shoes_kind;shoes_kind offset;auto_wrinke_scale;auto_wrinkle_scale offset
c_ew_C00_public14;5596;72419;900;107664;3989;130966;0;134080;58;135236;26;138180;7;141124;1;143280;1;143648;165;145704;5;151584;2;156564;2;159508;3;162452;0;165396;0;168340;0;171284;0;174228;0;177172;2;180116;0;183060;3;186004;1;188948;4;191892;0;194836;1;197780;0;200724;0;203668;2;206612;81;210456;98;218136;222;229888;312;241640;656;253392;2048;268744;4;292240;3145728;315736;42949672960;339232;0;355640;2;356796;1.0;362440
c_ew_C00_public15;5597;72423;901;107668;3990;130968;0;134080;58;135237;26;138181;7;141125;1;143280;1;143648;165;145706;5;151586;2;156565;2;159509;3;162453;0;165397;0;168341;0;171285;0;174229;0;177173;1;180117;3;183061;0;186005;3;188949;4;191893;0;194837;5;197781;0;200725;0;203669;2;206613;90;210458;99;218140;224;229892;318;241644;661;253396;2048;268752;1026;292248;3145728;315744;25769803776;339240;0;355640;4;356797;1.0;362444
c_ew_C00_public16;5598;72427;902;107672;3991;130970;0;134080;58;135238;26;138182;7;141126;1;143280;1;143648;165;145708;5;151588;2;156566;2;159510;3;162454;0;165398;0;168342;0;171286;0;174230;0;177174;1;180118;0;183062;4;186006;10;188950;4;191894;0;194838;1;197782;0;200726;0;203670;2;206614;80;210460;100;218144;221;229896;320;241648;656;253400;2048;268760;128;292256;3145728;315752;42949672960;339248;0;355640;2;356798;1.0;362448
c_ew_C00_public17;5599;72431;903;107676;3992;130972;0;134080;58;135239;26;138183;7;141127;1;143280;1;143648;165;145710;5;151590;2;156567;2;159511;3;162455;0;165399;0;168343;0;171287;0;174231;0;177175;2;180119;4;183063;3;186007;0;188951;4;191895;0;194839;9;197783;0;200727;0;203671;2;206615;78;210462;95;218148;222;229900;317;241652;661;253404;2048;268768;4;292264;3145728;315760;42949672960;339256;0;355640;4;356799;1.0;362452
c_ew_C00_public18;5600;72435;904;107680;3993;130974;0;134081;58;135240;26;138184;7;141128;1;143281;1;143649;165;145712;5;151592;2;156568;2;159512;3;162456;0;165400;0;168344;0;171288;0;174232;0;177176;1;180120;0;183064;0;186008;0;188952;0;191896;0;194840;22;197784;0;200728;0;203672;2;206616;81;210464;96;218152;222;229904;302;241656;661;253408;2048;268776;64;292272;3145728;315768;25769803776;339264;0;355641;4;356800;1.0;362456
c_ew_C00_public19;5601;72439;905;107684;3994;130976;0;134081;58;135241;26;138185;7;141129;1;143281;1;143649;165;145714;5;151594;2;156569;2;159513;3;162457;0;165401;0;168345;0;171289;0;174233;0;177177;1;180121;0;183065;0;186009;1;188953;0;191897;0;194841;0;197785;0;200729;0;203673;2;206617;90;210466;97;218156;222;229908;313;241660;665;253412;2048;268784;32;292280;5242880;315776;42949672960;339272;0;355641;2;356801;1.0;362460
c_ew_C00_public20;5602;72443;906;107688;3995;130978;0;134081;58;135242;26;138186;7;141130;1;143281;1;143649;165;145716;5;151596;2;156570;2;159514;3;162458;0;165402;0;168346;0;171290;0;174234;0;177178;2;180122;4;183066;0;186010;6;188954;4;191898;0;194842;3;197786;0;200730;0;203674;2;206618;84;210468;98;218160;224;229912;314;241664;661;253416;2048;268792;1026;292288;5242880;315784;42949672960;339280;0;355641;4;356802;1.0;362464
c_ew_C00_public21;5603;72447;907;107692;3996;130980;0;134081;58;135243;26;138187;5;141131;1;143281;1;143649;165;145718;5;151598;2;156571;2;159515;3;162459;0;165403;0;168347;0;171291;0;174235;0;177179;3;180123;0;183067;0;186011;0;188955;3;191899;0;194843;0;197787;0;200731;0;203675;1;206619;0;210470;90;218164;221;229916;316;241668;662;253420;2048;268800;2;292296;3145728;315792;300647710720;339288;0;355641;3;356803;1.0;362468
c_ew_C00_public22;5604;72451;908;107696;3997;130982;0;134081;58;135244;26;138188;5;141132;1;143281;1;143649;165;145720;5;151600;2;156572;2;159516;3;162460;0;165404;0;168348;0;171292;0;174236;0;177180;0;180124;0;183068;0;186012;0;188956;0;191900;0;194844;0;197788;0;200732;0;203676;1;206620;0;210472;91;218168;222;229920;302;241672;655;253424;2048;268808;2;292304;3145728;315800;300647710720;339296;0;355641;3;356804;1.0;362472
c_ew_C00_public23;5605;72455;909;107700;3998;130984;0;134081;58;135245;26;138189;5;141133;1;143281;1;143649;165;145722;5;151602;2;156573;2;159517;3;162461;0;165405;0;168349;0;171293;0;174237;0;177181;3;180125;0;183069;8;186013;9;188957;2;191901;0;194845;0;197789;2;200733;0;203677;1;206621;0;210474;76;218172;221;229924;294;241676;662;253428;2048;268816;8;292312;9437184;315808;317827579904;339304;0;355641;3;356805;1.0;362476
c_ew_C00_public24;5606;72459;910;107704;3999;130986;0;134081;58;135246;26;138190;5;141134;1;143281;1;143649;165;145724;5;151604;2;156574;2;159518;3;162462;0;165406;0;168350;0;171294;0;174238;0;177182;0;180126;0;183070;17;186014;0;188958;3;191902;0;194846;0;197790;0;200734;0;203678;1;206622;0;210476;77;218176;222;229928;314;241680;660;253432;2048;268824;4;292320;9437184;315816;25769803776;339312;0;355641;3;356806;1.0;362480
c_ew_C00_public25;5607;72463;911;107708;4000;130988;0;134081;58;135247;26;138191;5;141135;1;143281;1;143649;165;145726;5;151606;2;156575;2;159519;3;162463;0;165407;0;168351;0;171295;0;174239;0;177183;3;180127;0;183071;11;186015;0;188959;1;191903;0;194847;0;197791;1;200735;0;203679;1;206623;0;210478;86;218180;221;229932;294;241684;665;253436;2048;268832;8;292328;3145728;315824;42949672960;339320;0;355641;2;356807;1.0;362484
c_ew_C00_public26;5608;72467;912;107712;4001;130990;0;134082;58;135248;26;138192;5;141136;1;143282;1;143650;165;145728;5;151608;2;156576;2;159520;3;162464;0;165408;0;168352;0;171296;0;174240;0;177184;0;180128;0;183072;0;186016;0;188960;3;191904;0;194848;8;197792;0;200736;0;203680;1;206624;0;210480;90;218184;221;229936;301;241688;660;253440;2048;268840;32;292336;9437184;315832;25769803776;339328;0;355642;3;356808;1.0;362488
c_ew_C00_public27;5609;72471;913;107716;4002;130992;0;134082;58;135249;26;138193;5;141137;1;143282;1;143650;165;145730;5;151610;2;156577;2;159521;3;162465;0;165409;0;168353;0;171297;0;174241;0;177185;3;180129;4;183073;0;186017;0;188961;0;191905;0;194849;1;197793;2;200737;0;203681;1;206625;0;210482;91;218188;224;229940;314;241692;656;253444;2048;268848;4398046512256;292344;5242880;315840;300647710720;339336;0;355642;3;356809;1.0;362492
c_ew_C00_public28;5610;72475;914;107720;4003;130994;0;134082;58;135250;26;138194;5;141138;1;143282;1;143650;165;145732;5;151612;2;156578;2;159522;3;162466;0;165410;0;168354;0;171298;0;174242;0;177186;0;180130;0;183074;0;186018;0;188962;2;191906;0;194850;0;197794;0;200738;0;203682;1;206626;0;210484;76;218192;222;229944;297;241696;656;253448;2048;268856;16;292352;3145728;315848;25769803776;339344;0;355642;3;356810;1.0;362496
c_ew_C00_public29;5611;72479;915;107724;4004;130996;0;134082;58;135251;26;138195;5;141139;1;143282;1;143650;165;145734;5;151614;2;156579;2;159523;3;162467;0;165411;0;168355;0;171299;0;174243;0;177187;3;180131;0;183075;17;186019;0;188963;3;191907;0;194851;0;197795;0;200739;0;203683;1;206627;0;210486;77;218196;219;229948;320;241700;662;253452;2048;268864;32;292360;72351744;315856;335007449088;339352;0;355642;3;356811;1.0;362500
c_ew_C00_public30;5612;72483;916;107728;4005;130998;0;134082;58;135252;26;138196;5;141140;1;143282;1;143650;165;145736;5;151616;2;156580;2;159524;3;162468;0;165412;0;168356;0;171300;0;174244;0;177188;0;180132;2;183076;0;186020;10;188964;1;191908;0;194852;0;197796;1;200740;0;203684;1;206628;0;210488;86;218200;224;229952;318;241704;660;253456;2048;268872;1028;292368;5242880;315864;25769803776;339360;0;355642;3;356812;1.0;362504
c_ew_C00_student01;5613;72487;917;107732;4006;131000;0;134082;58;135253;15;138197;4;141141;1;143282;1;143650;160;145738;5;151618;2;156581;2;159525;3;162469;0;165413;0;168357;0;171301;0;174245;0;177189;0;180133;0;183077;0;186021;0;188965;0;191909;0;194853;0;197797;0;200741;0;203685;1;206629;0;210490;55;218204;221;229956;321;241708;666;253460;2048;268880;2;292376;74448896;315872;300647710720;339368;0;355642;2;356813;1.0;362508
c_ew_C00_student02;5614;72491;918;107736;4007;131002;0;134082;58;135254;15;138198;4;141142;1;143282;1;143650;160;145740;5;151620;2;156582;2;159526;1;162470;0;165414;0;168358;0;171302;0;174246;0;177190;3;180134;0;183078;0;186022;0;188966;0;191910;0;194854;5;197798;1;200742;0;203686;1;206630;0;210492;54;218208;222;229960;321;241712;659;253464;2048;268888;2;292384;7340032;315880;180388626432;339376;0;355642;4;356814;1.0;362512
c_ew_C00_student03;5615;72495;919;107740;4008;131004;0;134082;58;135255;15;138199;4;141143;1;143282;1;143650;160;145742;5;151622;2;156583;2;159527;3;162471;0;165415;0;168359;0;171303;0;174247;0;177191;0;180135;0;183079;0;186023;0;188967;0;191911;0;194855;0;197799;0;200743;0;203687;1;206631;0;210494;90;218212;219;229964;321;241716;666;253468;2048;268896;8;292392;70254592;315888;300647710720;339384;0;355642;2;356815;1.0;362516
c_ew_C00_student04;5616;72499;920;107744;4009;131006;0;134083;58;135256;15;138200;4;141144;1;143283;1;143651;160;145744;5;151624;2;156584;2;159528;1;162472;0;165416;0;168360;0;171304;0;174248;0;177192;3;180136;0;183080;10;186024;0;188968;0;191912;0;194856;0;197800;0;200744;0;203688;1;206632;0;210496;91;218216;221;229968;321;241720;659;253472;2048;268904;8;292400;7340032;315896;317827579904;339392;0;355643;4;356816;1.0;362520
c_ew_C00_student05;5617;72503;921;107748;4010;131008;0;134083;58;135257;15;138201;4;141145;1;143283;1;143651;160;145746;5;151626;2;156585;2;159529;3;162473;0;165417;0;168361;0;171305;0;174249;0;177193;0;180137;0;183081;0;186025;0;188969;0;191913;0;194857;0;197801;0;200745;0;203689;1;206633;0;210498;76;218220;222;229972;321;241724;666;253476;2048;268912;16;292408;74448896;315904;300647710720;339400;0;355643;2;356817;1.0;362524
c_ew_C00_student06;5618;72507;922;107752;4011;131010;0;134083;58;135258;15;138202;4;141146;1;143283;1;143651;160;145748;5;151628;2;156586;2;159530;1;162474;0;165418;0;168362;0;171306;0;174250;0;177194;3;180138;0;183082;3;186026;0;188970;3;191914;0;194858;4;197802;0;200746;0;203690;1;206634;0;210500;55;218224;221;229976;321;241728;659;253480;2048;268920;32;292416;3145728;315912;180388626432;339408;0;355643;4;356818;1.0;362528
c_ew_C00_student07;5619;72511;923;107756;4012;131012;0;134083;58;135259;15;138203;4;141147;1;143283;1;143651;160;145750;5;151630;2;156587;2;159531;3;162475;0;165419;0;168363;0;171307;0;174251;0;177195;0;180139;0;183083;0;186027;0;188971;3;191915;0;194859;0;197803;0;200747;0;203691;1;206635;0;210502;54;218228;219;229980;321;241732;666;253484;2048;268928;32;292424;74448896;315920;300647710720;339416;0;355643;2;356819;1.0;362532
c_ew_C00_student08;5620;72515;924;107760;4013;131014;0;134083;58;135260;15;138204;4;141148;1;143283;1;143651;160;145752;5;151632;2;156588;2;159532;1;162476;0;165420;0;168364;0;171308;0;174252;0;177196;3;180140;0;183084;5;186028;0;188972;3;191916;0;194860;0;197804;2;200748;0;203692;1;206636;0;210504;90;218232;221;229984;321;241736;659;253488;2048;268936;64;292432;7340032;315928;317827579904;339424;0;355643;4;356820;1.0;362536
c_ew_C00_student09;5621;72519;925;107764;4014;131016;0;134083;58;135261;15;138205;4;141149;1;143283;1;143651;160;145754;5;151634;2;156589;2;159533;3;162477;0;165421;0;168365;0;171309;0;174253;0;177197;0;180141;0;183085;10;186029;0;188973;3;191917;0;194861;0;197805;0;200749;0;203693;1;206637;0;210506;91;218236;219;229988;321;241740;666;253492;2048;268944;16;292440;70254592;315936;300647710720;339432;0;355643;2;356821;1.0;362540
c_ew_C00_student10;5622;72523;926;107768;4015;131018;0;134083;58;135262;15;138206;4;141150;1;143283;1;143651;160;145756;5;151636;2;156590;2;159534;1;162478;0;165422;0;168366;0;171310;0;174254;0;177198;3;180142;0;183086;2;186030;0;188974;3;191918;0;194862;0;197806;2;200750;0;203694;1;206638;0;210508;76;218240;222;229992;321;241744;659;253496;2048;268952;4;292448;7340032;315944;180388626432;339440;0;355643;4;356822;1.0;362544
c_aq_ryuji_a93_60_sit_high;7919;78071;927;113316;5923;133792;0;134083;32;135263;41;138207;0;141151;0;143283;0;143651;195;145758;0;151638;0;156591;0;159535;0;162479;0;165423;0;168367;0;171311;0;174255;0;177199;0;180143;0;183087;1;186031;0;188975;0;191919;0;194863;1;197807;0;200751;0;203695;0;206639;0;210510;4294967295;218244;4294967295;229996;323;241748;4294967295;253500;0;268960;0;292456;4194304;315952;0;339448;0;355643;1;356823;1.0;362548
c_e02_tiger_high;3824;67263;928;102508;6070;128388;0;134084;32;135264;0;138208;0;141152;0;143284;0;143652;185;145760;0;151640;0;156592;0;159536;0;162480;0;165424;0;168368;0;171312;0;174256;0;177200;0;180144;0;183088;0;186032;0;188976;0;191920;0;194864;0;197808;0;200752;0;203696;0;206640;0;210512;4294967295;218248;4294967295;230000;324;241752;4294967295;253504;0;268968;0;292464;3145728;315960;0;339456;0;355644;9;356824;1.0;362552
c_ek_C01_ryuji_high;3673;66935;929;102180;4680;128224;0;134084;32;135265;41;138209;0;141153;0;143284;0;143652;74;145762;0;151642;0;156593;0;159537;0;162481;0;165425;0;168369;0;171313;0;174257;0;177201;0;180145;0;183089;0;186033;0;188977;0;191921;0;194865;1;197809;0;200753;0;203697;0;206641;0;210514;4294967295;218252;4294967295;230004;325;241756;4294967295;253508;0;268976;0;292472;0;315968;0;339464;0;355644;2;356825;1.0;362556
c_ek_makokid_baby_high;7320;76719;930;111964;5125;133116;0;134084;32;135266;41;138210;0;141154;0;143284;0;143652;58;145764;0;151644;0;156594;0;159538;0;162482;0;165426;0;168370;0;171314;0;174258;0;177202;0;180146;0;183090;0;186034;0;188978;0;191922;0;194866;0;197810;0;200754;0;203698;0;206642;0;210516;4294967295;218256;4294967295;230008;326;241760;4294967295;253512;0;268984;0;292480;0;315976;0;339472;0;355644;7;356826;1.0;362560
c_ek_sayama_baby_high;3649;66855;931;102100;4659;128184;0;134084;32;135267;41;138211;0;141155;0;143284;0;143652;58;145766;0;151646;0;156595;0;159539;0;162483;0;165427;0;168371;0;171315;0;174259;0;177203;0;180147;0;183091;0;186035;0;188979;0;191923;0;194867;0;197811;0;200755;0;203699;4;206643;154;210518;4294967295;218260;4294967295;230012;327;241764;4294967295;253516;0;268992;0;292488;0;315984;0;339480;0;355644;7;356827;1.0;362564
c_em_besho_high;3655;66871;932;102116;4663;128192;0;134084;32;135268;41;138212;0;141156;0;143284;0;143652;173;145768;0;151648;0;156596;0;159540;0;162484;0;165428;0;168372;0;171316;0;174260;0;177204;0;180148;0;183092;0;186036;0;188980;0;191924;0;194868;0;197812;0;200756;0;203700;0;206644;0;210520;4294967295;218264;4294967295;230016;328;241768;4294967295;253520;0;269000;0;292496;0;315992;0;339488;0;355644;1;356828;1.0;362568
c_em_C01_cmafia1_high;3674;66939;933;102184;4681;128226;0;134084;32;135269;41;138213;0;141157;0;143284;0;143652;195;145770;0;151650;0;156597;0;159541;0;162485;0;165429;0;168373;0;171317;0;174261;0;177205;0;180149;0;183093;0;186037;0;188981;0;191925;0;194869;0;197813;0;200757;0;203701;0;206645;0;210522;4294967295;218268;4294967295;230020;329;241772;4294967295;253524;0;269008;0;292504;0;316000;0;339496;1;355644;1;356829;1.0;362572
c_em_C01_cmafia2_high;3675;66943;934;102188;4682;128228;0;134084;32;135270;41;138214;0;141158;0;143284;0;143652;185;145772;0;151652;0;156598;0;159542;0;162486;0;165430;0;168374;0;171318;0;174262;0;177206;0;180150;0;183094;0;186038;0;188982;0;191926;0;194870;0;197814;0;200758;0;203702;0;206646;0;210524;4294967295;218272;4294967295;230024;330;241776;4294967295;253528;0;269016;0;292512;0;316008;0;339504;1;355644;1;356830;1.0;362576
c_em_C01_daigotsure;7861;77875;935;113120;4394;133694;0;134084;32;135271;41;138215;0;141159;0;143284;0;143652;177;145774;0;151654;0;156599;0;159543;0;162487;0;165431;0;168375;0;171319;0;174263;0;177207;0;180151;0;183095;70;186039;70;188983;0;191927;0;194871;0;197815;0;200759;0;203703;0;206647;0;210526;4294967295;218276;4294967295;230028;331;241780;4294967295;253532;0;269024;0;292520;3145728;316016;0;339512;1;355644;1;356831;1.0;362580
c_em_C01_daigotsure_high;3682;66971;936;102216;4691;128242;0;134085;32;135272;41;138216;0;141160;0;143285;0;143653;177;145776;0;151656;0;156600;0;159544;0;162488;0;165432;0;168376;0;171320;0;174264;0;177208;0;180152;0;183096;0;186040;0;188984;0;191928;0;194872;0;197816;0;200760;0;203704;0;206648;0;210528;4294967295;218280;4294967295;230032;331;241784;4294967295;253536;0;269032;0;292528;3145728;316024;0;339520;1;355645;1;356832;1.0;362584
c_em_C01_jingonboss_bd_high;5854;73435;937;108680;7621;131474;0;134085;32;135273;41;138217;0;141161;0;143285;0;143653;168;145778;0;151658;0;156601;0;159545;0;162489;0;165433;0;168377;0;171321;0;174265;0;177209;0;180153;0;183097;0;186041;0;188985;0;191929;0;194873;0;197817;0;200761;0;203705;0;206649;0;210530;4294967295;218284;4294967295;230036;332;241788;4294967295;253540;0;269040;0;292536;0;316032;0;339528;0;355645;7;356833;1.0;362588
c_em_C01_jingonboss_bd2_high;5855;73439;938;108684;7622;131476;0;134085;32;135274;41;138218;0;141162;0;143285;0;143653;168;145780;0;151660;0;156602;0;159546;0;162490;0;165434;0;168378;0;171322;0;174266;0;177210;0;180154;0;183098;0;186042;0;188986;0;191930;0;194874;0;197818;0;200762;0;203706;0;206650;0;210532;4294967295;218288;4294967295;230040;333;241792;4294967295;253544;0;269048;0;292544;0;316040;0;339536;0;355645;7;356834;1.0;362592
c_em_C01_jingonboss_bd3_high;5865;73479;939;108724;7794;131496;0;134085;32;135275;41;138219;0;141163;0;143285;0;143653;168;145782;0;151662;0;156603;0;159547;0;162491;0;165435;0;168379;0;171323;0;174267;0;177211;0;180155;0;183099;0;186043;0;188987;0;191931;0;194875;0;197819;0;200763;0;203707;0;206651;0;210534;4294967295;218292;4294967295;230044;334;241796;4294967295;253548;0;269056;0;292552;0;316048;0;339544;0;355645;7;356835;1.0;362596
c_em_C01_jingonboss_high;3670;66923;940;102168;4677;128218;0;134085;32;135276;41;138220;0;141164;0;143285;0;143653;168;145784;0;151664;0;156604;0;159548;0;162492;0;165436;0;168380;0;171324;0;174268;0;177212;0;180156;0;183100;0;186044;0;188988;0;191932;0;194876;0;197820;0;200764;0;203708;0;206652;0;210536;4294967295;218296;4294967295;230048;335;241800;4294967295;253552;0;269064;0;292560;0;316056;0;339552;0;355645;5;356836;1.0;362600
c_em_C01_kazamakumiin1_high;3676;66947;941;102192;4683;128230;0;134085;32;135277;41;138221;0;141165;0;143285;0;143653;177;145786;0;151666;0;156605;0;159549;0;162493;0;165437;0;168381;0;171325;0;174269;0;177213;0;180157;0;183101;0;186045;0;188989;0;191933;0;194877;0;197821;0;200765;0;203709;0;206653;0;210538;4294967295;218300;4294967295;230052;336;241804;4294967295;253556;0;269072;0;292568;0;316064;0;339560;0;355645;1;356837;1.0;362604
c_em_C01_oumi1_bd_high;7019;75639;942;110884;7854;132576;0;134085;32;135278;41;138222;0;141166;0;143285;0;143653;177;145788;0;151668;0;156606;0;159550;0;162494;0;165438;0;168382;0;171326;0;174270;0;177214;0;180158;0;183102;0;186046;0;188990;0;191934;0;194878;0;197822;0;200766;0;203710;0;206654;0;210540;4294967295;218304;4294967295;230056;337;241808;4294967295;253560;0;269080;0;292576;0;316072;0;339568;0;355645;7;356838;1.0;362608
c_em_C01_oumi1_high;3678;66955;943;102200;4687;128234;0;134085;32;135279;41;138223;0;141167;0;143285;0;143653;177;145790;0;151670;0;156607;0;159551;0;162495;0;165439;0;168383;0;171327;0;174271;0;177215;0;180159;0;183103;0;186047;0;188991;0;191935;0;194879;0;197823;0;200767;0;203711;0;206655;0;210542;4294967295;218308;4294967295;230060;338;241812;4294967295;253564;0;269088;0;292584;0;316080;0;339576;0;355645;1;356839;1.0;362612
c_em_C01_rescue1_high;3679;66959;944;102204;4688;128236;0;134086;32;135280;41;138224;0;141168;0;143286;0;143654;168;145792;0;151672;0;156608;0;159552;0;162496;0;165440;0;168384;0;171328;0;174272;0;177216;0;180160;0;183104;0;186048;0;188992;0;191936;0;194880;0;197824;0;200768;0;203712;0;206656;0;210544;4294967295;218312;4294967295;230064;339;241816;4294967295;253568;0;269096;0;292592;0;316088;0;339584;0;355646;1;356840;1.0;362616
c_em_C01_tojo1_high;3677;66951;945;102196;4684;128232;0;134086;32;135281;41;138225;0;141169;0;143286;0;143654;177;145794;0;151674;0;156609;0;159553;0;162497;0;165441;0;168385;0;171329;0;174273;0;177217;0;180161;0;183105;0;186049;0;188993;0;191937;0;194881;0;197825;0;200769;0;203713;0;206657;0;210546;4294967295;218316;4294967295;230068;340;241820;4294967295;253572;0;269104;0;292600;0;316096;0;339592;0;355646;1;356841;1.0;362620
c_em_C01_tojokanbu1_bd_high;7319;76715;946;111960;5124;133114;0;134086;32;135282;41;138226;0;141170;0;143286;0;143654;177;145796;0;151676;0;156610;0;159554;0;162498;0;165442;0;168386;0;171330;0;174274;0;177218;0;180162;0;183106;0;186050;0;188994;0;191938;0;194882;0;197826;0;200770;0;203714;0;206658;0;210548;4294967295;218320;4294967295;230072;341;241824;4294967295;253576;0;269112;0;292608;0;316104;0;339600;0;355646;7;356842;1.0;362624
c_em_C01_tojokanbu1_high;3680;66963;947;102208;4689;128238;0;134086;32;135283;41;138227;0;141171;0;143286;0;143654;177;145798;0;151678;0;156611;0;159555;0;162499;0;165443;0;168387;0;171331;0;174275;0;177219;0;180163;0;183107;1;186051;0;188995;0;191939;0;194883;0;197827;0;200771;0;203715;0;206659;0;210550;4294967295;218324;4294967295;230076;342;241828;4294967295;253580;0;269120;0;292616;0;316112;0;339608;0;355646;1;356843;1.0;362628
c_em_C01_tojokanbu2_bd_high;7321;76723;948;111968;5126;133118;0;134086;32;135284;41;138228;0;141172;0;143286;0;143654;177;145800;0;151680;0;156612;0;159556;0;162500;0;165444;0;168388;0;171332;0;174276;0;177220;0;180164;0;183108;0;186052;0;188996;0;191940;0;194884;0;197828;0;200772;0;203716;0;206660;0;210552;4294967295;218328;4294967295;230080;343;241832;4294967295;253584;0;269128;0;292624;0;316120;0;339616;0;355646;7;356844;1.0;362632
c_em_C01_tojokanbu2_bd02_high;7322;76727;949;111972;5127;133120;0;134086;32;135285;41;138229;0;141173;0;143286;0;143654;177;145802;0;151682;0;156613;0;159557;0;162501;0;165445;0;168389;0;171333;0;174277;0;177221;0;180165;0;183109;0;186053;0;188997;0;191941;0;194885;0;197829;0;200773;0;203717;0;206661;0;210554;4294967295;218332;4294967295;230084;344;241836;4294967295;253588;0;269136;0;292632;0;316128;0;339624;0;355646;7;356845;1.0;362636
c_em_C01_tojokanbu2_bd03_high;7323;76731;950;111976;5128;133122;0;134086;32;135286;41;138230;0;141174;0;143286;0;143654;177;145804;0;151684;0;156614;0;159558;0;162502;0;165446;0;168390;0;171334;0;174278;0;177222;0;180166;0;183110;0;186054;0;188998;0;191942;0;194886;0;197830;0;200774;0;203718;0;206662;0;210556;4294967295;218336;4294967295;230088;345;241840;4294967295;253592;0;269144;0;292640;0;316136;0;339632;0;355646;7;356846;1.0;362640
c_em_C01_tojokanbu2_high;3681;66967;951;102212;4690;128240;0;134086;32;135287;41;138231;0;141175;0;143286;0;143654;177;145806;0;151686;0;156615;0;159559;0;162503;0;165447;0;168391;0;171335;0;174279;0;177223;0;180167;0;183111;0;186055;0;188999;0;191943;0;194887;0;197831;0;200775;0;203719;0;206663;0;210558;4294967295;218340;4294967295;230092;346;241844;4294967295;253596;0;269152;0;292648;0;316144;0;339640;0;355646;1;356847;1.0;362644
c_em_C02_hashimoto_high;3683;66975;952;102220;4692;128244;0;134087;32;135288;41;138232;0;141176;0;143287;0;143655;177;145808;0;151688;0;156616;0;159560;0;162504;0;165448;0;168392;0;171336;0;174280;0;177224;0;180168;0;183112;0;186056;0;189000;0;191944;0;194888;0;197832;0;200776;0;203720;0;206664;0;210560;4294967295;218344;4294967295;230096;347;241848;4294967295;253600;0;269160;0;292656;0;316152;0;339648;0;355647;1;356848;1.0;362648
c_em_C02_maekawa_high;3685;66983;953;102228;4694;128248;0;134087;32;135289;41;138233;0;141177;0;143287;0;143655;177;145810;0;151690;0;156617;0;159561;0;162505;0;165449;0;168393;0;171337;0;174281;0;177225;0;180169;0;183113;0;186057;0;189001;0;191945;0;194889;0;197833;0;200777;0;203721;0;206665;0;210562;4294967295;218348;4294967295;230100;348;241852;4294967295;253604;0;269168;0;292664;0;316160;0;339656;0;355647;1;356849;1.0;362652
c_em_C02_manager_high;3687;66991;954;102236;4696;128252;0;134087;32;135290;41;138234;0;141178;0;143287;0;143655;165;145812;0;151692;0;156618;0;159562;0;162506;0;165450;0;168394;0;171338;0;174282;0;177226;0;180170;0;183114;0;186058;0;189002;0;191946;0;194890;0;197834;0;200778;0;203722;0;206666;0;210564;4294967295;218352;4294967295;230104;349;241856;4294967295;253608;0;269176;0;292672;0;316168;0;339664;0;355647;1;356850;1.0;362656
c_em_C02_yamada_bd_high;6515;74987;955;110232;5411;132250;0;134087;32;135291;41;138235;0;141179;0;143287;0;143655;177;145814;0;151694;0;156619;0;159563;0;162507;0;165451;0;168395;0;171339;0;174283;0;177227;0;180171;0;183115;0;186059;0;189003;0;191947;0;194891;0;197835;0;200779;0;203723;0;206667;0;210566;4294967295;218356;4294967295;230108;350;241860;4294967295;253612;0;269184;0;292680;0;316176;0;339672;0;355647;7;356851;1.0;362660
c_em_C02_yamada_high;3684;66979;956;102224;4693;128246;0;134087;32;135292;41;138236;0;141180;0;143287;0;143655;177;145816;0;151696;0;156620;0;159564;0;162508;0;165452;0;168396;0;171340;0;174284;0;177228;0;180172;0;183116;0;186060;0;189004;0;191948;0;194892;0;197836;0;200780;0;203724;0;206668;0;210568;4294967295;218360;4294967295;230112;351;241864;4294967295;253616;0;269192;0;292688;0;316184;0;339680;0;355647;1;356852;1.0;362664
c_em_C03_kawano_high;3688;66995;957;102240;4697;128254;0;134087;32;135293;41;138237;0;141181;0;143287;0;143655;185;145818;0;151698;0;156621;0;159565;0;162509;0;165453;0;168397;0;171341;0;174285;0;177229;0;180173;0;183117;1;186061;0;189005;0;191949;0;194893;1;197837;0;200781;0;203725;0;206669;0;210570;4294967295;218364;4294967295;230116;352;241868;4294967295;253620;0;269200;0;292696;0;316192;0;339688;0;355647;1;356853;1.0;362668
